FIPS,year,bachelorsOrMore,someCollege,lessThanHSD,HSDonly
45041,1990.0,0.148,0.194,0.357,0.301
45041,2e3,0.187,0.235,0.269,0.309
45041,2010.0,0.215,0.283,0.168,0.335
45043,1970.0,0.072,0.052,0.714,0.162
45043,1980.0,0.111,0.126,0.494,0.269
45043,1990.0,0.156,0.187,0.361,0.295
45043,2e3,0.2,0.25,0.248,0.302
45043,2010.0,0.238,0.298,0.143,0.321
45045,1970.0,0.102,0.098,0.578,0.223
45045,1980.0,0.155,0.142,0.439,0.265
45045,1990.0,0.21,0.232,0.284,0.274
45045,2e3,0.262,0.269,0.205,0.263
45045,2010.0,0.316,0.286,0.136,0.262
45047,1970.0,0.089,0.074,0.645,0.192
45047,1980.0,0.138,0.12,0.508,0.234
45047,1990.0,0.16,0.206,0.359,0.274
45047,2e3,0.189,0.245,0.269,0.297
45047,2010.0,0.23,0.271,0.201,0.298
45049,1970.0,0.069,0.064,0.721,0.147
45049,1980.0,0.074,0.082,0.573,0.272
45049,1990.0,0.088,0.15,0.411,0.351
45049,2e3,0.101,0.191,0.331,0.378
45049,2010.0,0.111,0.254,0.232,0.403
45051,1970.0,0.072,0.079,0.628,0.221
45051,1980.0,0.125,0.158,0.415,0.302
45051,1990.0,0.16,0.266,0.257,0.317
45051,2e3,0.187,0.302,0.189,0.322
45051,2010.0,0.229,0.326,0.122,0.323
45053,1970.0,0.052,0.03,0.75,0.169
45053,1980.0,0.078,0.077,0.538,0.307
45053,1990.0,0.048,0.147,0.455,0.351
45053,2e3,0.087,0.205,0.348,0.359
45053,2010.0,0.13,0.251,0.217,0.403
45055,1970.0,0.103,0.081,0.597,0.219
45055,1980.0,0.121,0.104,0.484,0.29
45055,1990.0,0.125,0.193,0.322,0.361
45055,2e3,0.163,0.237,0.246,0.355
45055,2010.0,0.2,0.299,0.159,0.342
45057,1970.0,0.054,0.058,0.694,0.195
45057,1980.0,0.082,0.094,0.538,0.286
45057,1990.0,0.096,0.17,0.4,0.333
45057,2e3,0.102,0.24,0.302,0.357
45057,2010.0,0.203,0.294,0.153,0.351
45059,1970.0,0.067,0.053,0.738,0.142
45059,1980.0,0.087,0.089,0.597,0.227
45059,1990.0,0.113,0.158,0.426,0.303
45059,2e3,0.117,0.211,0.323,0.35
45059,2010.0,0.143,0.277,0.218,0.362
45061,1970.0,0.055,0.062,0.721,0.162
45061,1980.0,0.082,0.077,0.602,0.239
45061,1990.0,0.075,0.126,0.465,0.334
45061,2e3,0.092,0.171,0.386,0.351
45061,2010.0,0.097,0.25,0.253,0.4
45063,1970.0,0.094,0.109,0.558,0.239
45063,1980.0,0.174,0.168,0.358,0.3
45063,1990.0,0.21,0.26,0.227,0.303
45063,2e3,0.246,0.289,0.17,0.295
45063,2010.0,0.287,0.318,0.115,0.28
45065,1970.0,0.038,0.048,0.766,0.148
45065,1980.0,0.093,0.089,0.579,0.238
45065,1990.0,0.071,0.122,0.475,0.332
45065,2e3,0.16,0.196,0.339,0.305
45065,2010.0,0.177,0.288,0.218,0.316
45067,1970.0,0.064,0.061,0.683,0.191
45067,1980.0,0.08,0.095,0.564,0.261
45067,1990.0,0.091,0.135,0.447,0.327
45067,2e3,0.102,0.193,0.32,0.385
45067,2010.0,0.15,0.26,0.185,0.405
45069,1970.0,0.061,0.062,0.749,0.127
45069,1980.0,0.085,0.092,0.603,0.221
45069,1990.0,0.079,0.13,0.491,0.301
45069,2e3,0.083,0.175,0.391,0.35
45069,2010.0,0.09,0.218,0.275,0.418
45071,1970.0,0.09,0.07,0.689,0.152
45071,1980.0,0.12,0.105,0.542,0.233
45071,1990.0,0.125,0.162,0.379,0.335
45071,2e3,0.148,0.208,0.309,0.335
45071,2010.0,0.178,0.262,0.223,0.336
45073,1970.0,0.043,0.044,0.74,0.173
45073,1980.0,0.093,0.09,0.54,0.278
45073,1990.0,0.133,0.188,0.366,0.313
45073,2e3,0.182,0.225,0.261,0.332
45073,2010.0,0.221,0.277,0.168,0.333
45075,1970.0,0.094,0.078,0.674,0.154
45075,1980.0,0.127,0.12,0.507,0.246
45075,1990.0,0.137,0.191,0.376,0.296
45075,2e3,0.163,0.237,0.285,0.315
45075,2010.0,0.188,0.265,0.195,0.353
45077,1970.0,0.1,0.077,0.644,0.178
45077,1980.0,0.134,0.114,0.495,0.256
45077,1990.0,0.169,0.195,0.346,0.29
45077,2e3,0.191,0.238,0.263,0.308
45077,2010.0,0.224,0.289,0.177,0.309
45079,1970.0,0.165,0.132,0.467,0.236
45079,1980.0,0.23,0.19,0.326,0.254
45079,1990.0,0.28,0.277,0.206,0.238
45079,2e3,0.325,0.298,0.148,0.228
45079,2010.0,0.362,0.311,0.104,0.223
45081,1970.0,0.062,0.048,0.713,0.176
45081,1980.0,0.075,0.085,0.576,0.263
45081,1990.0,0.08,0.155,0.402,0.363
45081,2e3,0.119,0.188,0.307,0.386
45081,2010.0,0.122,0.24,0.233,0.405
45083,1970.0,0.085,0.077,0.648,0.191
45083,1980.0,0.125,0.125,0.505,0.246
45083,1990.0,0.143,0.206,0.37,0.281
45083,2e3,0.182,0.25,0.269,0.299
45083,2010.0,0.219,0.307,0.173,0.301
45085,1970.0,0.095,0.089,0.576,0.24
45085,1980.0,0.115,0.136,0.456,0.293
45085,1990.0,0.15,0.266,0.302,0.282
45085,2e3,0.158,0.288,0.257,0.296
45085,2010.0,0.189,0.325,0.186,0.299
45087,1970.0,0.055,0.048,0.722,0.175
45087,1980.0,0.08,0.09,0.586,0.244
45087,1990.0,0.072,0.159,0.45,0.319
45087,2e3,0.098,0.207,0.331,0.364
45087,2010.0,0.136,0.285,0.208,0.371
45089,1970.0,0.067,0.059,0.741,0.133
45089,1980.0,0.088,0.083,0.565,0.265
45089,1990.0,0.099,0.137,0.444,0.319
45089,2e3,0.115,0.189,0.345,0.351
45089,2010.0,0.12,0.259,0.214,0.407
45091,1970.0,0.08,0.076,0.663,0.182
45091,1980.0,0.132,0.136,0.474,0.257
45091,1990.0,0.169,0.235,0.325,0.272
45091,2e3,0.209,0.278,0.228,0.285
45091,2010.0,0.286,0.309,0.124,0.281
46000,1970.0,0.086,0.136,0.467,0.312
46000,1980.0,0.14,0.177,0.321,0.363
46000,1990.0,0.172,0.262,0.229,0.337
46000,2e3,0.215,0.302,0.154,0.329
46000,2010.0,0.267,0.325,0.093,0.315
46003,1970.0,0.064,0.129,0.54,0.267
46003,1980.0,0.087,0.176,0.405,0.333
46003,1990.0,0.11,0.26,0.298,0.332
46003,2e3,0.127,0.307,0.205,0.36
46003,2010.0,0.185,0.31,0.117,0.389
46005,1970.0,0.108,0.15,0.422,0.32
46005,1980.0,0.129,0.179,0.326,0.365
46005,1990.0,0.151,0.249,0.243,0.356
46005,2e3,0.183,0.298,0.17,0.348
46005,2010.0,0.203,0.305,0.162,0.33
46007,1970.0,0.077,0.131,0.52,0.271
46007,1980.0,0.094,0.145,0.397,0.364
46007,1990.0,0.104,0.29,0.323,0.283
46007,2e3,0.127,0.309,0.287,0.277
46007,2010.0,0.165,0.356,0.208,0.271
46009,1970.0,0.078,0.147,0.559,0.216
46009,1980.0,0.11,0.167,0.441,0.282
46009,1990.0,0.113,0.241,0.32,0.326
46009,2e3,0.153,0.276,0.21,0.362
46009,2010.0,0.176,0.306,0.123,0.395
46011,1970.0,0.186,0.154,0.39,0.271
46011,1980.0,0.243,0.193,0.254,0.31
46011,1990.0,0.273,0.271,0.178,0.278
46011,2e3,0.322,0.298,0.098,0.283
46011,2010.0,0.414,0.266,0.059,0.261
46013,1970.0,0.108,0.168,0.422,0.302
46013,1980.0,0.145,0.193,0.282,0.381
46013,1990.0,0.207,0.262,0.221,0.31
46013,2e3,0.236,0.306,0.142,0.316
46013,2010.0,0.269,0.318,0.081,0.332
46015,1970.0,0.087,0.146,0.482,0.285
46015,1980.0,0.113,0.161,0.364,0.362
46015,1990.0,0.149,0.23,0.266,0.355
46015,2e3,0.206,0.288,0.189,0.317
46015,2010.0,0.214,0.309,0.154,0.323
46017,1970.0,0.052,0.086,0.644,0.217
46017,1980.0,0.072,0.158,0.395,0.374
46017,1990.0,0.042,0.16,0.388,0.41
46017,2e3,0.054,0.249,0.361,0.336
46017,2010.0,0.086,0.306,0.206,0.402
46019,1970.0,0.08,0.147,0.447,0.327
46019,1980.0,0.124,0.186,0.344,0.346
46019,1990.0,0.123,0.274,0.255,0.347
46019,2e3,0.122,0.305,0.202,0.371
46019,2010.0,0.182,0.336,0.129,0.352
46021,1970.0,0.081,0.092,0.596,0.232
46021,1980.0,0.092,0.12,0.455,0.333
46021,1990.0,0.107,0.224,0.345,0.325
46021,2e3,0.148,0.311,0.208,0.333
46021,2010.0,0.193,0.267,0.119,0.421
46023,1970.0,0.063,0.097,0.578,0.262
46023,1980.0,0.095,0.142,0.434,0.329
46023,1990.0,0.099,0.235,0.325,0.341
46023,2e3,0.141,0.26,0.253,0.346
46023,2010.0,0.18,0.331,0.129,0.361
46025,1970.0,0.041,0.114,0.544,0.301
46025,1980.0,0.083,0.159,0.399,0.359
46025,1990.0,0.098,0.227,0.296,0.379
46025,2e3,0.114,0.254,0.234,0.398
46025,2010.0,0.202,0.322,0.102,0.373
46027,1970.0,0.246,0.16,0.331,0.263
46027,1980.0,0.306,0.194,0.208,0.292
46027,1990.0,0.363,0.248,0.156,0.233
46027,2e3,0.387,0.278,0.105,0.231
46027,2010.0,0.431,0.237,0.043,0.289
46029,1970.0,0.071,0.132,0.463,0.335
46029,1980.0,0.117,0.165,0.314,0.404
46029,1990.0,0.129,0.225,0.24,0.406
46029,2e3,0.188,0.284,0.147,0.381
46029,2010.0,0.203,0.31,0.091,0.397
46031,1970.0,0.034,0.094,0.626,0.246
46031,1980.0,0.079,0.118,0.489,0.315
46031,1990.0,0.105,0.194,0.367,0.334
46031,2e3,0.113,0.268,0.24,0.379
46031,2010.0,0.141,0.337,0.169,0.353
46033,1970.0,0.095,0.17,0.431,0.304
46033,1980.0,0.134,0.207,0.319,0.34
46033,1990.0,0.175,0.264,0.196,0.366
46033,2e3,0.244,0.312,0.111,0.332
46033,2010.0,0.274,0.371,0.064,0.291
46035,1970.0,0.108,0.14,0.46,0.292
46035,1980.0,0.145,0.17,0.319,0.366
46035,1990.0,0.148,0.271,0.241,0.34
46035,2e3,0.202,0.298,0.161,0.339
46035,2010.0,0.264,0.352,0.097,0.288
46037,1970.0,0.061,0.112,0.558,0.269
46037,1980.0,0.097,0.153,0.425,0.325
46037,1990.0,0.113,0.233,0.308,0.346
46037,2e3,0.154,0.263,0.2,0.383
46037,2010.0,0.178,0.31,0.119,0.394
46039,1970.0,0.03,0.107,0.544,0.319
46039,1980.0,0.082,0.127,0.441,0.35
46039,1990.0,0.097,0.184,0.308,0.41
46039,2e3,0.133,0.264,0.181,0.422
46039,2010.0,0.221,0.292,0.112,0.374
46041,1970.0,0.082,0.084,0.59,0.245
46041,1980.0,0.099,0.12,0.444,0.337
46041,1990.0,0.104,0.254,0.329,0.313
46041,2e3,0.122,0.331,0.226,0.322
46041,2010.0,0.149,0.318,0.178,0.355
46043,1970.0,0.023,0.086,0.667,0.225
46043,1980.0,0.079,0.133,0.522,0.266
46043,1990.0,0.112,0.172,0.42,0.296
46043,2e3,0.145,0.257,0.312,0.286
46043,2010.0,0.181,0.275,0.169,0.375
46045,1970.0,0.048,0.098,0.637,0.217
46045,1980.0,0.098,0.151,0.458,0.294
46045,1990.0,0.113,0.207,0.358,0.322
46045,2e3,0.155,0.248,0.264,0.333
46045,2010.0,0.236,0.31,0.123,0.331
46047,1970.0,0.067,0.132,0.502,0.299
46047,1980.0,0.134,0.18,0.347,0.339
46047,1990.0,0.163,0.222,0.259,0.356
46047,2e3,0.192,0.289,0.175,0.344
46047,2010.0,0.216,0.363,0.081,0.34
46049,1970.0,0.037,0.132,0.499,0.332
46049,1980.0,0.088,0.165,0.392,0.356
46049,1990.0,0.106,0.2,0.329,0.365
46049,2e3,0.131,0.265,0.263,0.341
46049,2010.0,0.206,0.339,0.078,0.377
46051,1970.0,0.05,0.101,0.574,0.275
46051,1980.0,0.098,0.14,0.373,0.389
46051,1990.0,0.093,0.223,0.26,0.423
46051,2e3,0.148,0.222,0.205,0.426
46051,2010.0,0.172,0.268,0.111,0.449
46053,1970.0,0.049,0.094,0.574,0.283
46053,1980.0,0.092,0.156,0.403,0.349
46053,1990.0,0.118,0.212,0.297,0.373
46053,2e3,0.12,0.267,0.223,0.389
46053,2010.0,0.175,0.304,0.135,0.386
46055,1970.0,0.085,0.164,0.374,0.378
46055,1980.0,0.087,0.182,0.294,0.436
46055,1990.0,0.127,0.286,0.164,0.424
46055,2e3,0.154,0.303,0.137,0.406
46055,2010.0,0.186,0.344,0.102,0.368
46057,1970.0,0.048,0.121,0.536,0.296
46057,1980.0,0.074,0.154,0.427,0.345
46057,1990.0,0.112,0.223,0.305,0.359
46057,2e3,0.128,0.243,0.201,0.427
46057,2010.0,0.193,0.298,0.1,0.409
46059,1970.0,0.056,0.124,0.466,0.354
46059,1980.0,0.101,0.179,0.358,0.362
46059,1990.0,0.128,0.23,0.266,0.376
46059,2e3,0.156,0.264,0.199,0.381
46059,2010.0,0.202,0.306,0.11,0.382
46061,1970.0,0.027,0.138,0.568,0.266
46061,1980.0,0.065,0.118,0.408,0.409
46061,1990.0,0.153,0.239,0.269,0.34
46061,2e3,0.14,0.249,0.249,0.362
46061,2010.0,0.248,0.309,0.074,0.37
46063,1970.0,0.039,0.149,0.526,0.286
46063,1980.0,0.118,0.192,0.361,0.33
46063,1990.0,0.162,0.27,0.172,0.396
46063,2e3,0.178,0.356,0.122,0.344
46063,2010.0,0.305,0.321,0.072,0.302
46065,1970.0,0.165,0.141,0.328,0.366
46065,1980.0,0.261,0.205,0.205,0.329
46065,1990.0,0.256,0.283,0.155,0.306
46065,2e3,0.32,0.299,0.105,0.275
46065,2010.0,0.321,0.322,0.083,0.274
46067,1970.0,0.05,0.11,0.649,0.191
46067,1980.0,0.095,0.142,0.493,0.27
46067,1990.0,0.113,0.214,0.374,0.299
46067,2e3,0.141,0.282,0.283,0.293
46067,2010.0,0.261,0.272,0.145,0.322
46069,1970.0,0.079,0.101,0.489,0.331
46069,1980.0,0.13,0.169,0.329,0.373
46069,1990.0,0.145,0.218,0.288,0.349
46069,2e3,0.16,0.278,0.195,0.367
46069,2010.0,0.176,0.261,0.098,0.464
46071,1970.0,0.082,0.115,0.53,0.273
46071,1980.0,0.105,0.136,0.415,0.345
46071,1990.0,0.109,0.251,0.311,0.329
46071,2e3,0.162,0.322,0.173,0.343
46071,2010.0,0.202,0.386,0.092,0.321
46073,1970.0,0.057,0.132,0.559,0.253
46073,1980.0,0.091,0.16,0.39,0.358
46073,1990.0,0.113,0.259,0.32,0.308
46073,2e3,0.123,0.267,0.204,0.406
46073,2010.0,0.167,0.314,0.122,0.397
46075,1970.0,0.04,0.161,0.503,0.297
46075,1980.0,0.114,0.16,0.337,0.389
46075,1990.0,0.144,0.235,0.243,0.379
46075,2e3,0.178,0.29,0.138,0.395
46075,2010.0,0.173,0.36,0.069,0.398
46077,1970.0,0.042,0.128,0.502,0.328
46077,1980.0,0.096,0.158,0.377,0.369
46077,1990.0,0.116,0.231,0.26,0.393
46077,2e3,0.162,0.242,0.177,0.419
46077,2010.0,0.232,0.321,0.075,0.372
46079,1970.0,0.099,0.138,0.434,0.329
46079,1980.0,0.133,0.163,0.331,0.373
46079,1990.0,0.185,0.22,0.204,0.391
46079,2e3,0.211,0.28,0.143,0.366
46079,2010.0,0.284,0.313,0.07,0.333
46081,1970.0,0.093,0.142,0.434,0.331
46081,1980.0,0.163,0.192,0.249,0.396
46081,1990.0,0.192,0.294,0.183,0.331
46081,2e3,0.24,0.318,0.125,0.317
46081,2010.0,0.295,0.319,0.06,0.326
46083,1970.0,0.062,0.118,0.5,0.32
46083,1980.0,0.111,0.166,0.333,0.389
46083,1990.0,0.164,0.261,0.205,0.37
46083,2e3,0.255,0.331,0.106,0.308
46083,2010.0,0.41,0.32,0.041,0.229
46085,1970.0,0.034,0.125,0.546,0.294
46085,1980.0,0.079,0.162,0.36,0.399
46085,1990.0,0.105,0.225,0.29,0.379
46085,2e3,0.159,0.244,0.189,0.408
46085,2010.0,0.191,0.34,0.107,0.361
46087,1970.0,0.05,0.129,0.523,0.299
46087,1980.0,0.098,0.147,0.371,0.385
46087,1990.0,0.119,0.24,0.284,0.357
46087,2e3,0.163,0.279,0.171,0.387
46087,2010.0,0.226,0.336,0.087,0.351
46089,1970.0,0.045,0.08,0.713,0.162
46089,1980.0,0.071,0.117,0.61,0.203
46089,1990.0,0.1,0.165,0.54,0.194
46089,2e3,0.107,0.206,0.412,0.275
46089,2010.0,0.169,0.342,0.205,0.285
46091,1970.0,0.035,0.126,0.58,0.259
46091,1980.0,0.091,0.155,0.447,0.308
46091,1990.0,0.102,0.25,0.343,0.305
46091,2e3,0.162,0.26,0.244,0.334
46091,2010.0,0.211,0.374,0.087,0.328
46093,1970.0,0.104,0.161,0.362,0.373
46093,1980.0,0.155,0.21,0.252,0.383
46093,1990.0,0.164,0.322,0.182,0.332
46093,2e3,0.168,0.371,0.123,0.337
46093,2010.0,0.215,0.379,0.072,0.334
46095,1970.0,0.05,0.148,0.453,0.35
46095,1980.0,0.107,0.132,0.453,0.308
46095,1990.0,0.123,0.213,0.32,0.343
46095,2e3,0.166,0.271,0.219,0.344
46095,2010.0,0.175,0.338,0.145,0.342
46097,1970.0,0.046,0.116,0.527,0.31
46097,1980.0,0.073,0.147,0.422,0.358
46097,1990.0,0.103,0.246,0.287,0.364
46097,2e3,0.135,0.257,0.204,0.405
46097,2010.0,0.245,0.275,0.079,0.401
46099,1970.0,0.104,0.151,0.375,0.37
46099,1980.0,0.167,0.196,0.242,0.396
46099,1990.0,0.213,0.283,0.169,0.336
46099,2e3,0.26,0.317,0.115,0.308
46099,2010.0,0.293,0.321,0.092,0.294
46101,1970.0,0.063,0.112,0.478,0.347
46101,1980.0,0.107,0.15,0.318,0.425
46101,1990.0,0.139,0.23,0.254,0.377
46101,2e3,0.174,0.308,0.153,0.365
46101,2010.0,0.256,0.321,0.082,0.341
46103,1970.0,0.11,0.158,0.346,0.385
46103,1980.0,0.183,0.225,0.212,0.38
46103,1990.0,0.212,0.32,0.152,0.316
46103,2e3,0.25,0.335,0.122,0.293
46103,2010.0,0.279,0.358,0.08,0.283
46105,1970.0,0.067,0.169,0.51,0.254
46105,1980.0,0.101,0.192,0.363,0.344
46105,1990.0,0.127,0.253,0.275,0.346
46105,2e3,0.146,0.285,0.197,0.371
46105,2010.0,0.188,0.319,0.116,0.377
46107,1970.0,0.065,0.104,0.53,0.301
46107,1980.0,0.101,0.149,0.392,0.358
46107,1990.0,0.123,0.263,0.289,0.325
46107,2e3,0.162,0.272,0.192,0.373
46107,2010.0,0.2,0.29,0.106,0.404
46109,1970.0,0.054,0.096,0.608,0.242
46109,1980.0,0.082,0.131,0.449,0.338
46109,1990.0,0.104,0.213,0.365,0.318
46109,2e3,0.134,0.252,0.242,0.372
46109,2010.0,0.158,0.323,0.127,0.393
46111,1970.0,0.058,0.122,0.529,0.291
46111,1980.0,0.107,0.134,0.305,0.454
46111,1990.0,0.164,0.26,0.261,0.315
46111,2e3,0.148,0.29,0.173,0.389
46111,2010.0,0.161,0.338,0.097,0.404
46113,1970.0,0.07,0.087,0.673,0.171
46113,1980.0,0.099,0.135,0.527,0.24
46113,1990.0,0.107,0.261,0.406,0.226
46113,2e3,0.121,0.314,0.3,0.264
46113,2010.0,0.125,0.388,0.21,0.277
46115,1970.0,0.052,0.119,0.484,0.346
46115,1980.0,0.101,0.145,0.382,0.372
46115,1990.0,0.127,0.258,0.272,0.343
46115,2e3,0.144,0.281,0.186,0.389
46115,2010.0,0.22,0.317,0.111,0.352
46117,1970.0,0.03,0.09,0.511,0.37
46117,1980.0,0.146,0.161,0.321,0.372
46117,1990.0,0.146,0.277,0.225,0.353
46117,2e3,0.221,0.306,0.123,0.349
46117,2010.0,0.268,0.296,0.104,0.332
46119,1970.0,0.04,0.142,0.45,0.368
46119,1980.0,0.131,0.164,0.283,0.422
46119,1990.0,0.129,0.245,0.211,0.415
46119,2e3,0.164,0.303,0.151,0.381
46119,2010.0,0.263,0.291,0.089,0.356
46121,1970.0,0.054,0.12,0.6,0.227
46121,1980.0,0.148,0.119,0.414,0.32
46121,1990.0,0.118,0.254,0.328,0.3
46121,2e3,0.121,0.307,0.259,0.313
46121,2010.0,0.139,0.387,0.232,0.242
46123,1970.0,0.049,0.139,0.497,0.315
46123,1980.0,0.081,0.153,0.38,0.385
46123,1990.0,0.096,0.258,0.285,0.361
46123,2e3,0.135,0.279,0.198,0.389
46123,2010.0,0.218,0.328,0.124,0.33
46125,1970.0,0.041,0.141,0.53,0.287
46125,1980.0,0.097,0.154,0.387,0.362
46125,1990.0,0.125,0.235,0.272,0.368
46125,2e3,0.17,0.29,0.168,0.372
46125,2010.0,0.199,0.336,0.096,0.37
46127,1970.0,0.056,0.119,0.513,0.312
46127,1980.0,0.105,0.156,0.344,0.396
46127,1990.0,0.139,0.213,0.258,0.391
46127,2e3,0.263,0.281,0.128,0.328
46127,2010.0,0.327,0.304,0.07,0.3
46129,1970.0,0.083,0.125,0.52,0.272
46129,1980.0,0.099,0.159,0.378,0.364
46129,1990.0,0.145,0.224,0.285,0.346
46129,2e3,0.158,0.255,0.219,0.368
46129,2010.0,0.225,0.29,0.123,0.362
46135,1970.0,0.103,0.137,0.473,0.287
46135,1980.0,0.179,0.183,0.311,0.326
46135,1990.0,0.186,0.241,0.228,0.344
46135,2e3,0.23,0.291,0.139,0.34
46135,2010.0,0.267,0.308,0.081,0.344
46137,1970.0,0.043,0.113,0.613,0.23
46137,1980.0,0.083,0.147,0.422,0.347
46137,1990.0,0.085,0.195,0.375,0.346
46137,2e3,0.12,0.236,0.286,0.357
46137,2010.0,0.131,0.337,0.125,0.407
47000,1970.0,0.079,0.082,0.582,0.257
47000,1980.0,0.126,0.119,0.438,0.317
47000,1990.0,0.16,0.211,0.329,0.3
47000,2e3,0.196,0.248,0.241,0.316
47000,2010.0,0.244,0.275,0.151,0.331
47001,1970.0,0.145,0.11,0.453,0.292
47001,1980.0,0.182,0.119,0.378,0.321
47001,1990.0,0.186,0.22,0.276,0.318
47001,2e3,0.208,0.252,0.211,0.329
47001,2010.0,0.236,0.28,0.141,0.343
47003,1970.0,0.052,0.062,0.608,0.278
47003,1980.0,0.075,0.085,0.515,0.325
47003,1990.0,0.105,0.156,0.424,0.314
47003,2e3,0.111,0.196,0.303,0.39
47003,2010.0,0.133,0.245,0.219,0.404
47005,1970.0,0.032,0.058,0.692,0.218
47005,1980.0,0.055,0.064,0.536,0.345
47005,1990.0,0.074,0.14,0.437,0.349
47005,2e3,0.063,0.171,0.342,0.424
47005,2010.0,0.1,0.233,0.209,0.458
47007,1970.0,0.027,0.046,0.743,0.184
47007,1980.0,0.059,0.049,0.604,0.289
47007,1990.0,0.054,0.131,0.479,0.336
47007,2e3,0.071,0.178,0.34,0.411
47007,2010.0,0.102,0.242,0.22,0.435
47009,1970.0,0.079,0.101,0.542,0.279
47009,1980.0,0.113,0.124,0.429,0.334
47009,1990.0,0.143,0.211,0.315,0.331
47009,2e3,0.179,0.26,0.216,0.345
47009,2010.0,0.217,0.297,0.127,0.36
47011,1970.0,0.054,0.086,0.616,0.245
47011,1980.0,0.105,0.127,0.47,0.298
47011,1990.0,0.119,0.238,0.356,0.287
47011,2e3,0.159,0.281,0.267,0.293
47011,2010.0,0.193,0.302,0.175,0.33
47013,1970.0,0.03,0.043,0.785,0.142
47013,1980.0,0.061,0.071,0.625,0.243
47013,1990.0,0.066,0.124,0.525,0.285
47013,2e3,0.07,0.162,0.413,0.355
47013,2010.0,0.095,0.206,0.28,0.419
47015,1970.0,0.027,0.034,0.739,0.2
47015,1980.0,0.061,0.07,0.554,0.315
47015,1990.0,0.069,0.117,0.454,0.359
47015,2e3,0.084,0.156,0.328,0.432
47015,2010.0,0.128,0.215,0.208,0.45
47017,1970.0,0.04,0.054,0.697,0.209
47017,1980.0,0.072,0.084,0.567,0.276
47017,1990.0,0.073,0.141,0.447,0.339
47017,2e3,0.111,0.184,0.321,0.384
47017,2010.0,0.156,0.236,0.211,0.397
47019,1970.0,0.055,0.073,0.631,0.241
47019,1980.0,0.082,0.099,0.53,0.289
47019,1990.0,0.108,0.166,0.425,0.3
47019,2e3,0.128,0.228,0.309,0.335
47019,2010.0,0.161,0.258,0.198,0.383
47021,1970.0,0.03,0.054,0.659,0.257
47021,1980.0,0.066,0.088,0.504,0.342
47021,1990.0,0.105,0.198,0.35,0.347
47021,2e3,0.151,0.232,0.246,0.371
47021,2010.0,0.193,0.262,0.171,0.374
47023,1970.0,0.037,0.062,0.734,0.167
47023,1980.0,0.077,0.091,0.556,0.276
47023,1990.0,0.087,0.161,0.454,0.297
47023,2e3,0.112,0.234,0.322,0.331
47023,2010.0,0.156,0.273,0.188,0.383
47025,1970.0,0.042,0.032,0.76,0.166
47025,1980.0,0.069,0.064,0.612,0.255
47025,1990.0,0.08,0.131,0.492,0.296
47025,2e3,0.089,0.169,0.397,0.345
47025,2010.0,0.123,0.204,0.25,0.423
47027,1970.0,0.038,0.019,0.818,0.126
47027,1980.0,0.053,0.036,0.657,0.254
47027,1990.0,0.078,0.082,0.515,0.325
47027,2e3,0.068,0.131,0.416,0.386
47027,2010.0,0.133,0.154,0.255,0.458
47029,1970.0,0.027,0.043,0.74,0.19
47029,1980.0,0.053,0.06,0.599,0.288
47029,1990.0,0.055,0.127,0.496,0.322
47029,2e3,0.062,0.169,0.388,0.381
47029,2010.0,0.094,0.213,0.222,0.472
47031,1970.0,0.108,0.082,0.538,0.273
47031,1980.0,0.133,0.116,0.439,0.312
47031,1990.0,0.153,0.2,0.349,0.297
47031,2e3,0.175,0.233,0.263,0.329
47031,2010.0,0.182,0.262,0.168,0.388
47033,1970.0,0.033,0.045,0.694,0.228
47033,1980.0,0.055,0.075,0.55,0.32
47033,1990.0,0.064,0.138,0.428,0.37
47033,2e3,0.091,0.188,0.349,0.373
47033,2010.0,0.12,0.235,0.232,0.414
47035,1970.0,0.046,0.044,0.734,0.175
47035,1980.0,0.086,0.077,0.556,0.281
47035,1990.0,0.102,0.169,0.402,0.328
47035,2e3,0.137,0.233,0.275,0.356
47035,2010.0,0.178,0.259,0.171,0.392
47037,1970.0,0.121,0.099,0.492,0.288
47037,1980.0,0.195,0.15,0.339,0.316
47037,1990.0,0.244,0.246,0.241,0.269
47037,2e3,0.305,0.264,0.185,0.246
47037,2010.0,0.365,0.258,0.136,0.242
47039,1970.0,0.031,0.054,0.722,0.192
47039,1980.0,0.049,0.078,0.575,0.299
47039,1990.0,0.048,0.135,0.471,0.347
47039,2e3,0.073,0.164,0.364,0.399
47039,2010.0,0.133,0.234,0.2,0.432
47041,1970.0,0.034,0.039,0.736,0.191
47041,1980.0,0.061,0.069,0.598,0.273
47041,1990.0,0.084,0.11,0.497,0.309
47041,2e3,0.113,0.158,0.354,0.375
47041,2010.0,0.138,0.203,0.228,0.431
47043,1970.0,0.033,0.047,0.693,0.227
47043,1980.0,0.075,0.066,0.52,0.339
47043,1990.0,0.092,0.148,0.385,0.375
47043,2e3,0.113,0.215,0.274,0.398
47043,2010.0,0.135,0.263,0.157,0.445
47045,1970.0,0.039,0.05,0.717,0.194
47045,1980.0,0.066,0.095,0.57,0.268
47045,1990.0,0.094,0.195,0.447,0.263
47045,2e3,0.12,0.207,0.337,0.336
47045,2010.0,0.199,0.243,0.156,0.402
47047,1970.0,0.04,0.051,0.768,0.141
47047,1980.0,0.069,0.075,0.58,0.276
47047,1990.0,0.08,0.155,0.445,0.32
