FIPS,Unemployment_rate_2015,Median_Household_Income_2014
18159,0.04,55008.0
18161,0.044000000000000004,47410.0
18163,0.042,42622.0
18165,0.071,44388.0
18167,0.061,41260.0
18169,0.048,45151.0
18171,0.049,55925.0
18173,0.040999999999999995,65793.0
18175,0.051,43573.0
18177,0.053,40929.0
18179,0.039,51182.0
18181,0.040999999999999995,50731.0
18183,0.040999999999999995,59266.0
19001,0.032,48216.0
19003,0.027000000000000003,51929.0
19005,0.048,45229.0
19007,0.048,40422.0
19009,0.039,50014.0
19011,0.038,61931.0
19013,0.045,51331.0
19015,0.028999999999999998,54186.0
19017,0.034,62438.0
19019,0.042,55781.0
19021,0.036000000000000004,50719.0
19023,0.043,52273.0
19025,0.043,49456.0
19027,0.026000000000000002,52367.0
19029,0.036000000000000004,46159.0
19031,0.034,61423.0
19033,0.039,49569.0
19035,0.051,52894.0
19037,0.044000000000000004,50788.0
19039,0.04,45413.0
19041,0.036000000000000004,51514.0
19043,0.040999999999999995,49018.0
19045,0.049,48528.0
19047,0.040999999999999995,50370.0
19049,0.027999999999999997,79173.0
19051,0.044000000000000004,46750.0
19053,0.032,36742.0
19055,0.033,55958.0
19057,0.046,45292.0
19059,0.038,56551.0
19061,0.036000000000000004,55320.0
19063,0.037000000000000005,47342.0
19065,0.045,45522.0
19067,0.037000000000000005,48292.0
19069,0.033,51045.0
19071,0.033,54154.0
19073,0.034,49125.0
19075,0.037000000000000005,61215.0
19077,0.036000000000000004,49507.0
19079,0.042,53691.0
19081,0.027000000000000003,57682.0
19083,0.039,53277.0
19085,0.033,52824.0
19087,0.039,50347.0
19089,0.035,49837.0
19091,0.033,49696.0
19093,0.031,53905.0
19095,0.034,58234.0
19097,0.040999999999999995,50299.0
19099,0.038,52750.0
19101,0.037000000000000005,41094.0
19103,0.026000000000000002,59946.0
19105,0.040999999999999995,51558.0
19107,0.042,48316.0
19109,0.027999999999999997,52967.0
19111,0.053,44719.0
19113,0.037000000000000005,62700.0
19115,0.037000000000000005,50924.0
19117,0.035,42582.0
19119,0.02,61750.0
19121,0.038,62230.0
19123,0.039,48584.0
19125,0.032,57046.0
19127,0.05,50244.0
19129,0.04,59399.0
19131,0.027999999999999997,52616.0
19133,0.043,43178.0
19135,0.043,44705.0
19137,0.035,42046.0
19139,0.038,54441.0
19141,0.027999999999999997,55968.0
19143,0.027999999999999997,51423.0
19145,0.04,46927.0
19147,0.03,50600.0
19149,0.027999999999999997,62745.0
19151,0.03,49625.0
19153,0.036000000000000004,61028.0
19155,0.036000000000000004,51947.0
19157,0.036000000000000004,52791.0
19159,0.033,42854.0
19161,0.032,49513.0
19163,0.046,54959.0
19165,0.027999999999999997,55637.0
19167,0.024,60205.0
19169,0.024,52128.0
19171,0.043,54957.0
19173,0.031,46501.0
19175,0.040999999999999995,44905.0
19177,0.04,42555.0
19179,0.051,42414.0
19181,0.033,67342.0
19183,0.031,56243.0
19185,0.039,42006.0
19187,0.042,43490.0
19189,0.039,50703.0
19191,0.036000000000000004,55984.0
19193,0.037000000000000005,45641.0
19195,0.039,50286.0
19197,0.038,50108.0
20001,0.052000000000000005,39196.0
20003,0.05,45368.0
20005,0.061,44199.0
20007,0.043,51676.0
20009,0.043,46942.0
20011,0.049,38430.0
20013,0.04,45781.0
20015,0.043,60123.0
20017,0.037000000000000005,47025.0
20019,0.057999999999999996,39120.0
20021,0.045,40686.0
20023,0.027999999999999997,41797.0
20025,0.025,47650.0
20027,0.043,53131.0
20029,0.039,42697.0
20031,0.057,55705.0
20033,0.035,45353.0
20035,0.047,45180.0
20037,0.051,38491.0
20039,0.038,41434.0
20041,0.053,47493.0
20043,0.044000000000000004,47599.0
20045,0.037000000000000005,49246.0
20047,0.033,49256.0
20049,0.049,36471.0
20051,0.03,49508.0
20053,0.037000000000000005,46961.0
20055,0.036000000000000004,48609.0
20057,0.034,51144.0
20059,0.046,50745.0
20061,0.062,41193.0
20063,0.026000000000000002,50886.0
20065,0.04,45341.0
20067,0.037000000000000005,60279.0
20069,0.023,58543.0
20071,0.022000000000000002,52795.0
20073,0.047,39732.0
20075,0.02,47709.0
20077,0.039,50525.0
20079,0.039,55074.0
20081,0.026000000000000002,59596.0
20083,0.033,52394.0
20085,0.037000000000000005,53796.0
20087,0.042,56927.0
20089,0.045,44101.0
20091,0.034,76104.0
20093,0.032,53484.0
20095,0.044000000000000004,53378.0
20097,0.03,46318.0
20099,0.057999999999999996,40822.0
20101,0.034,53739.0
20103,0.045,65549.0
20105,0.035,44896.0
20107,0.064,44520.0
20109,0.025,49852.0
20111,0.044000000000000004,43038.0
20113,0.03,57878.0
20115,0.039,47723.0
20117,0.028999999999999998,47901.0
20119,0.03,53903.0
20121,0.043,63924.0
20123,0.034,48645.0
20125,0.065,42221.0
20127,0.044000000000000004,44774.0
20129,0.044000000000000004,55378.0
20131,0.026000000000000002,54149.0
20133,0.075,41527.0
20135,0.033,51923.0
20137,0.025,44846.0
20139,0.05,52749.0
20141,0.035,38848.0
20143,0.039,52744.0
20145,0.037000000000000005,47351.0
20147,0.033,45856.0
20149,0.035,65373.0
20151,0.040999999999999995,54701.0
20153,0.024,44932.0
20155,0.043,46533.0
20157,0.027999999999999997,42381.0
20159,0.038,49152.0
20161,0.033,46468.0
20163,0.046,48383.0
20165,0.036000000000000004,43083.0
20167,0.038,45443.0
20169,0.038,48460.0
20171,0.027999999999999997,56032.0
20173,0.048,51175.0
20175,0.044000000000000004,47381.0
20177,0.043,52795.0
20179,0.023,52300.0
20181,0.03,43100.0
20183,0.039,41303.0
20185,0.04,45945.0
20187,0.03,56591.0
20189,0.038,59773.0
20191,0.045,52476.0
20193,0.027000000000000003,50639.0
20195,0.036000000000000004,46859.0
20197,0.039,59160.0
20199,0.027000000000000003,49109.0
20201,0.032,43264.0
20203,0.03,53447.0
20205,0.067,39764.0
20207,0.051,35502.0
20209,0.061,37087.0
21001,0.076,31558.0
21003,0.05,39801.0
21005,0.042,54331.0
21007,0.071,44732.0
21009,0.053,37666.0
21011,0.078,34126.0
21013,0.085,24868.0
21015,0.042,66939.0
21017,0.049,42812.0
21019,0.07,40224.0
21021,0.057,41538.0
21023,0.064,41910.0
21025,0.095,28647.0
21027,0.061,41547.0
21029,0.047,54924.0
21031,0.06,35219.0
21033,0.055999999999999994,42640.0
21035,0.048,37705.0
21037,0.042,52349.0
21039,0.057999999999999996,40701.0
21041,0.057999999999999996,43615.0
21043,0.1,34991.0
21045,0.057,29344.0
21047,0.064,36736.0
21049,0.053,49012.0
21051,0.09699999999999999,25215.0
21053,0.083,28341.0
21055,0.055,38338.0
21057,0.06,29067.0
21059,0.047,43390.0
21061,0.071,38544.0
21063,0.1,30556.0
21065,0.062,30333.0
21067,0.039,48552.0
21069,0.063,35878.0
21071,0.094,30127.0
21073,0.044000000000000004,49400.0
21075,0.077,30671.0
21077,0.053,45483.0
21079,0.052000000000000005,43647.0
21081,0.054000000000000006,46226.0
21083,0.063,39247.0
21085,0.068,35726.0
21087,0.054000000000000006,33640.0
21089,0.078,42452.0
21091,0.051,50358.0
21093,0.051,50407.0
21095,0.11699999999999999,26351.0
21097,0.047,41406.0
21099,0.052000000000000005,38038.0
21101,0.05,43040.0
21103,0.048,43799.0
21105,0.057999999999999996,41588.0
21107,0.057,42477.0
21109,0.086,29090.0
21111,0.049,48264.0
21113,0.043,51227.0
21115,0.084,34271.0
21117,0.046,54728.0
21119,0.099,27709.0
21121,0.083,26048.0
21123,0.053,40312.0
21125,0.063,34678.0
21127,0.094,32835.0
21129,0.085,25473.0
21131,0.10800000000000001,27777.0
