STATEFIPS,COUNTY,people_per_sq_mile
31.0,181.0,6.6
31.0,183.0,1.4
31.0,185.0,23.9
32.0,1.0,5.0
32.0,3.0,247.3
32.0,5.0,66.2
32.0,7.0,2.8
32.0,9.0,0.2
32.0,11.0,0.5
32.0,13.0,1.7
32.0,15.0,1.1
32.0,17.0,0.5
32.0,19.0,26.0
32.0,21.0,1.3
32.0,23.0,2.4
32.0,27.0,1.1
32.0,29.0,15.3
32.0,31.0,66.9
32.0,33.0,1.1
32.0,510.0,382.1
33.0,1.0,150.1
33.0,3.0,51.4
33.0,5.0,109.1
33.0,7.0,18.4
33.0,9.0,52.2
33.0,11.0,457.4
33.0,13.0,156.8
33.0,15.0,425.0
33.0,17.0,333.7
33.0,19.0,81.4
34.0,1.0,494.1
34.0,3.0,3884.5
34.0,5.0,561.9
34.0,7.0,2321.5
34.0,9.0,386.9
34.0,11.0,324.4
34.0,13.0,6211.5
34.0,15.0,895.3
34.0,17.0,13731.4
34.0,19.0,300.0
34.0,21.0,1632.2
34.0,23.0,2621.6
34.0,25.0,1344.7
34.0,27.0,1069.8
34.0,29.0,917.0
34.0,31.0,2715.3
34.0,33.0,199.1
34.0,35.0,1071.7
34.0,37.0,287.6
34.0,39.0,5216.1
34.0,41.0,304.5
35.0,1.0,570.8
35.0,3.0,0.5
35.0,5.0,10.8
35.0,6.0,6.0
35.0,7.0,3.7
35.0,9.0,34.4
35.0,11.0,0.9
35.0,13.0,55.0
35.0,15.0,12.9
35.0,17.0,7.4
35.0,19.0,1.5
35.0,21.0,0.3
35.0,23.0,1.4
35.0,25.0,14.7
35.0,27.0,4.2
35.0,28.0,164.4
35.0,29.0,8.5
35.0,31.0,13.1
35.0,33.0,2.5
35.0,35.0,9.6
35.0,37.0,3.1
35.0,39.0,6.9
35.0,41.0,8.1
35.0,43.0,35.5
35.0,45.0,23.6
35.0,47.0,6.2
35.0,49.0,75.5
35.0,51.0,2.9
35.0,53.0,2.7
35.0,55.0,15.0
35.0,57.0,4.9
35.0,59.0,1.2
35.0,61.0,71.8
36.0,1.0,581.9
36.0,3.0,47.6
36.0,5.0,32903.3
36.0,7.0,284.2
36.0,9.0,61.4
36.0,11.0,115.7
36.0,13.0,127.2
36.0,15.0,218.1
36.0,17.0,56.5
36.0,19.0,79.1
36.0,21.0,99.4
36.0,23.0,98.9
36.0,25.0,33.3
36.0,27.0,373.9
36.0,29.0,881.4
36.0,31.0,21.9
36.0,33.0,31.7
36.0,35.0,112.1
36.0,37.0,121.9
36.0,39.0,76.1
36.0,41.0,2.8
36.0,43.0,45.7
36.0,45.0,91.6
36.0,47.0,35369.2
36.0,49.0,21.3
36.0,51.0,103.5
36.0,53.0,112.2
36.0,55.0,1132.6
36.0,57.0,124.6
36.0,59.0,4704.8
36.0,61.0,69468.4
36.0,63.0,414.4
36.0,65.0,193.7
36.0,67.0,600.0
36.0,69.0,167.6
36.0,71.0,459.3
36.0,73.0,109.6
36.0,75.0,128.3
36.0,77.0,62.2
36.0,79.0,432.9
36.0,81.0,20553.6
36.0,83.0,244.4
36.0,85.0,8030.3
36.0,87.0,1795.9
36.0,89.0,41.8
36.0,91.0,271.1
36.0,93.0,756.6
36.0,95.0,52.7
36.0,97.0,55.9
36.0,99.0,108.9
36.0,101.0,71.2
36.0,103.0,1637.4
36.0,105.0,80.1
36.0,107.0,98.6
36.0,109.0,214.0
36.0,111.0,162.3
36.0,113.0,75.8
36.0,115.0,76.1
36.0,117.0,155.3
36.0,119.0,2204.7
36.0,121.0,71.1
36.0,123.0,75.0
37.0,1.0,356.5
37.0,3.0,143.1
37.0,5.0,47.5
37.0,7.0,50.7
37.0,9.0,64.0
37.0,11.0,72.0
37.0,13.0,57.7
37.0,15.0,30.4
37.0,17.0,40.2
37.0,19.0,126.8
37.0,21.0,362.9
37.0,23.0,179.3
37.0,25.0,492.1
37.0,27.0,176.1
37.0,29.0,41.5
37.0,31.0,131.3
37.0,33.0,55.8
37.0,35.0,387.1
37.0,37.0,93.1
37.0,39.0,60.3
37.0,41.0,85.8
37.0,43.0,49.3
37.0,45.0,211.3
37.0,47.0,62.0
37.0,49.0,146.0
37.0,51.0,489.7
37.0,53.0,89.9
37.0,55.0,88.5
37.0,57.0,294.7
37.0,59.0,156.1
37.0,61.0,71.7
37.0,63.0,935.7
37.0,65.0,111.9
37.0,67.0,859.2
37.0,69.0,123.3
37.0,71.0,578.8
37.0,73.0,35.8
37.0,75.0,30.3
37.0,77.0,112.7
37.0,79.0,80.3
37.0,81.0,756.4
37.0,83.0,75.5
37.0,85.0,192.7
37.0,87.0,106.6
37.0,89.0,286.1
37.0,91.0,69.9
37.0,93.0,120.2
37.0,95.0,9.5
37.0,97.0,277.8
37.0,99.0,82.1
37.0,101.0,213.4
37.0,103.0,21.6
37.0,105.0,227.0
37.0,107.0,148.5
37.0,109.0,262.7
37.0,111.0,102.1
37.0,113.0,65.8
37.0,115.0,46.2
37.0,117.0,53.1
37.0,119.0,1755.5
37.0,121.0,70.4
37.0,123.0,56.5
37.0,125.0,126.5
37.0,127.0,177.3
37.0,129.0,1058.1
37.0,131.0,41.2
37.0,133.0,233.1
37.0,135.0,336.2
37.0,137.0,39.1
37.0,139.0,179.2
37.0,141.0,60.0
37.0,143.0,54.4
37.0,145.0,100.6
37.0,147.0,257.9
37.0,149.0,86.3
37.0,151.0,181.1
37.0,153.0,98.4
37.0,155.0,141.3
37.0,157.0,165.6
37.0,159.0,270.7
37.0,161.0,120.2
37.0,163.0,67.1
37.0,165.0,113.4
37.0,167.0,153.3
37.0,169.0,105.6
37.0,171.0,138.4
37.0,173.0,26.5
37.0,175.0,87.4
37.0,177.0,11.3
37.0,179.0,318.7
37.0,181.0,179.2
37.0,183.0,1078.8
37.0,185.0,48.9
37.0,187.0,38.0
37.0,189.0,163.4
37.0,191.0,221.7
37.0,193.0,91.9
37.0,195.0,220.6
37.0,197.0,114.7
37.0,199.0,57.0
38.0,1.0,2.4
38.0,3.0,7.4
38.0,5.0,4.8
38.0,7.0,0.7
38.0,9.0,3.9
38.0,11.0,2.7
38.0,13.0,1.8
38.0,15.0,49.8
38.0,17.0,84.9
38.0,19.0,2.7
38.0,21.0,4.7
38.0,23.0,1.6
38.0,25.0,1.8
38.0,27.0,3.8
38.0,29.0,2.4
38.0,31.0,5.3
38.0,33.0,1.7
38.0,35.0,46.5
38.0,37.0,1.4
38.0,39.0,3.4
38.0,41.0,2.2
38.0,43.0,1.8
38.0,45.0,3.6
38.0,47.0,2.0
38.0,49.0,2.9
38.0,51.0,2.9
38.0,53.0,2.3
38.0,55.0,4.2
38.0,57.0,8.1
38.0,59.0,14.3
38.0,61.0,4.2
38.0,63.0,3.2
38.0,65.0,2.6
38.0,67.0,6.6
38.0,69.0,4.3
38.0,71.0,9.6
38.0,73.0,6.3
38.0,75.0,2.8
38.0,77.0,11.4
38.0,79.0,15.4
38.0,81.0,4.5
38.0,83.0,1.4
38.0,85.0,3.8
38.0,87.0,0.6
38.0,89.0,18.1
38.0,91.0,2.8
38.0,93.0,9.5
38.0,95.0,2.2
38.0,97.0,9.4
38.0,99.0,8.7
38.0,101.0,30.6
38.0,103.0,3.3
38.0,105.0,10.8
39.0,1.0,48.9
39.0,3.0,264.2
39.0,5.0,125.6
39.0,7.0,144.6
39.0,9.0,128.6
39.0,11.0,114.5
39.0,13.0,132.3
39.0,15.0,91.5
39.0,17.0,788.2
39.0,19.0,73.1
39.0,21.0,93.5
39.0,23.0,348.0
39.0,25.0,436.5
39.0,27.0,102.9
39.0,29.0,202.7
39.0,31.0,65.4
39.0,33.0,109.0
39.0,35.0,2800.0
39.0,37.0,88.5
39.0,39.0,94.9
39.0,41.0,393.2
39.0,43.0,306.4
39.0,45.0,289.8
39.0,47.0,71.4
39.0,49.0,2186.1
39.0,51.0,105.3
39.0,53.0,66.3
39.0,55.0,233.4
39.0,57.0,390.5
39.0,59.0,76.8
39.0,61.0,1976.7
39.0,63.0,140.7
39.0,65.0,68.1
39.0,67.0,39.4
39.0,69.0,67.8
39.0,71.0,78.8
39.0,73.0,69.7
39.0,75.0,100.3
39.0,77.0,121.3
39.0,79.0,79.0
39.0,81.0,170.7
39.0,83.0,115.9
39.0,85.0,1011.2
39.0,87.0,137.7
39.0,89.0,243.9
39.0,91.0,100.0
39.0,93.0,613.6
39.0,95.0,1296.2
39.0,97.0,93.2
39.0,99.0,580.2
39.0,101.0,164.7
39.0,103.0,409.0
39.0,105.0,55.3
39.0,107.0,88.3
39.0,109.0,252.1
39.0,111.0,32.1
39.0,113.0,1159.5
39.0,115.0,36.2
39.0,117.0,85.8
39.0,119.0,129.5
39.0,121.0,36.8
39.0,123.0,162.5
39.0,125.0,47.1
39.0,127.0,88.4
39.0,129.0,111.1
39.0,131.0,65.2
39.0,133.0,331.2
39.0,135.0,99.7
39.0,137.0,71.5
39.0,139.0,251.3
39.0,141.0,113.3
39.0,143.0,149.2
39.0,145.0,130.3
39.0,147.0,103.0
39.0,149.0,121.2
39.0,151.0,652.9
39.0,153.0,1312.6
39.0,155.0,340.1
39.0,157.0,163.1
39.0,159.0,121.1
39.0,161.0,70.3
39.0,163.0,32.6
39.0,165.0,530.0
39.0,167.0,97.8
39.0,169.0,206.4
39.0,171.0,89.4
39.0,173.0,203.3
39.0,175.0,55.6
40.0,1.0,39.6
40.0,3.0,6.5
40.0,5.0,14.5
40.0,7.0,3.1
40.0,9.0,24.5
40.0,11.0,12.9
40.0,13.0,46.9
40.0,15.0,23.2
40.0,17.0,128.9
40.0,19.0,57.8
40.0,21.0,62.7
40.0,23.0,19.7
40.0,25.0,1.3
40.0,27.0,474.7
40.0,29.0,11.5
40.0,31.0,116.1
40.0,33.0,9.8
40.0,35.0,19.7
40.0,37.0,73.6
40.0,39.0,27.8
40.0,41.0,56.2
40.0,43.0,4.8
40.0,45.0,3.4
40.0,47.0,57.2
40.0,49.0,34.4
40.0,51.0,47.6
40.0,53.0,4.5
40.0,55.0,9.8
40.0,57.0,5.4
40.0,59.0,3.5
40.0,61.0,22.1
40.0,63.0,17.4
40.0,65.0,32.9
40.0,67.0,8.5
40.0,69.0,17.0
40.0,71.0,50.6
40.0,73.0,16.7
40.0,75.0,9.3
40.0,77.0,15.4
40.0,79.0,31.7
40.0,81.0,36.0
40.0,83.0,56.3
40.0,85.0,18.3
40.0,87.0,60.5
40.0,89.0,17.9
40.0,91.0,32.7
40.0,93.0,7.9
40.0,95.0,42.7
40.0,97.0,63.0
40.0,99.0,32.4
40.0,101.0,87.6
40.0,103.0,15.8
40.0,105.0,18.6
40.0,107.0,19.7
40.0,109.0,1013.8
40.0,111.0,57.5
40.0,113.0,21.1
40.0,115.0,67.6
40.0,117.0,29.2
40.0,119.0,113.0
40.0,121.0,35.1
40.0,123.0,52.0
40.0,125.0,88.2
40.0,127.0,8.3
40.0,129.0,3.2
40.0,131.0,128.6
40.0,133.0,40.3
40.0,135.0,63.0
40.0,137.0,51.8
40.0,139.0,10.1
40.0,141.0,9.2
40.0,143.0,1058.1
40.0,145.0,130.1
40.0,147.0,122.7
40.0,149.0,11.6
40.0,151.0,6.9
40.0,153.0,16.2
41.0,1.0,5.3
41.0,3.0,126.6
41.0,5.0,201.0
41.0,7.0,44.7
41.0,9.0,75.1
41.0,11.0,39.5
41.0,13.0,7.0
41.0,15.0,13.7
41.0,17.0,52.3
41.0,19.0,21.4
41.0,21.0,1.6
41.0,23.0,1.6
41.0,25.0,0.7
41.0,27.0,42.8
41.0,29.0,73.0
41.0,31.0,12.2
41.0,33.0,50.4
41.0,35.0,11.2
41.0,37.0,1.0
41.0,39.0,77.2
41.0,41.0,47.0
41.0,43.0,50.9
41.0,45.0,3.2
41.0,47.0,266.7
41.0,49.0,5.5
41.0,51.0,1704.9
41.0,53.0,101.8
41.0,55.0,2.1
41.0,57.0,22.9
41.0,59.0,23.6
41.0,61.0,12.6
41.0,63.0,2.2
41.0,65.0,10.6
41.0,67.0,731.4
41.0,69.0,0.8
41.0,71.0,138.6
42.0,1.0,195.5
42.0,3.0,1675.6
42.0,5.0,105.5
42.0,7.0,392.3
42.0,9.0,49.2
42.0,11.0,480.4
42.0,13.0,241.7
42.0,15.0,54.6
42.0,17.0,1034.7
42.0,19.0,233.1
42.0,21.0,208.7
42.0,23.0,12.8
42.0,25.0,171.1
42.0,27.0,138.7
42.0,29.0,664.7
42.0,31.0,66.6
42.0,33.0,71.3
42.0,35.0,44.2
42.0,37.0,139.3
42.0,39.0,87.7
42.0,41.0,431.6
42.0,43.0,510.6
42.0,45.0,3040.5
42.0,47.0,38.6
42.0,49.0,351.1
42.0,51.0,172.8
42.0,53.0,18.1
42.0,55.0,193.7
42.0,57.0,33.9
42.0,59.0,67.2
42.0,61.0,52.5
42.0,63.0,107.5
42.0,65.0,69.3
42.0,67.0,63.0
42.0,69.0,467.1
42.0,71.0,550.4
42.0,73.0,254.4
42.0,75.0,369.1
42.0,77.0,1012.5
42.0,79.0,360.4
42.0,81.0,94.5
42.0,83.0,44.4
42.0,85.0,173.4
42.0,87.0,113.6
42.0,89.0,279.2
42.0,91.0,1655.9
42.0,93.0,140.3
42.0,95.0,805.4
42.0,97.0,206.2
42.0,99.0,83.4
42.0,101.0,11379.5
42.0,103.0,105.3
42.0,105.0,16.1
42.0,107.0,190.4
42.0,109.0,120.8
42.0,111.0,72.4
42.0,113.0,14.3
42.0,115.0,52.7
42.0,117.0,37.0
42.0,119.0,142.2
42.0,121.0,81.5
42.0,123.0,47.3
42.0,125.0,242.5
42.0,127.0,72.8
42.0,129.0,355.4
42.0,131.0,71.2
42.0,133.0,481.1
44.0,1.0,2064.0
44.0,3.0,985.9
44.0,5.0,809.6
44.0,7.0,1530.3
44.0,9.0,385.7
45.0,1.0,51.8
45.0,3.0,149.5
45.0,5.0,25.5
45.0,7.0,261.6
45.0,9.0,40.6
45.0,11.0,41.2
45.0,13.0,281.5
45.0,15.0,161.8
45.0,17.0,39.8
45.0,19.0,382.3
45.0,21.0,140.9
45.0,23.0,57.1
45.0,25.0,58.5
45.0,27.0,57.6
45.0,29.0,36.8
45.0,31.0,122.4
45.0,33.0,79.2
45.0,35.0,238.2
45.0,37.0,53.9
45.0,39.0,34.9
45.0,41.0,171.1
45.0,43.0,73.9
45.0,45.0,574.7
45.0,47.0,153.2
45.0,49.0,37.7
45.0,51.0,237.5
45.0,53.0,37.8
45.0,55.0,84.9
45.0,57.0,139.6
45.0,59.0,93.2
45.0,61.0,46.9
45.0,63.0,375.4
45.0,65.0,28.5
45.0,67.0,67.6
45.0,69.0,60.3
45.0,71.0,59.5
45.0,73.0,118.6
45.0,75.0,83.6
45.0,77.0,240.2
45.0,79.0,507.9
45.0,81.0,43.9
45.0,83.0,351.9
45.0,85.0,161.6
45.0,87.0,56.3
45.0,89.0,36.8
45.0,91.0,332.2
46.0,3.0,3.8
46.0,5.0,13.8
46.0,7.0,2.9
46.0,9.0,12.5
46.0,11.0,40.3
46.0,13.0,21.3
46.0,15.0,6.4
46.0,17.0,4.1
46.0,19.0,4.5
46.0,21.0,2.0
46.0,23.0,8.3
46.0,25.0,3.9
46.0,27.0,33.6
46.0,29.0,39.5
46.0,31.0,1.6
46.0,33.0,5.3
46.0,35.0,44.8
46.0,37.0,5.6
46.0,39.0,7.0
46.0,41.0,2.3
46.0,43.0,7.0
46.0,45.0,3.6
46.0,47.0,4.1
46.0,49.0,2.4
46.0,51.0,10.8
46.0,53.0,4.2
46.0,55.0,1.1
46.0,57.0,11.6
46.0,59.0,2.4
46.0,61.0,7.7
46.0,63.0,0.5
46.0,65.0,23.0
46.0,67.0,9.0
46.0,69.0,1.7
46.0,71.0,1.6
46.0,73.0,3.9
46.0,75.0,1.0
46.0,77.0,6.2
46.0,79.0,19.9
46.0,81.0,30.1
46.0,83.0,77.7
46.0,85.0,2.3
46.0,87.0,9.8
46.0,89.0,2.2
46.0,91.0,5.6
46.0,93.0,7.3
46.0,95.0,1.6
46.0,97.0,4.2
46.0,99.0,210.0
46.0,101.0,12.5
46.0,103.0,36.4
46.0,105.0,1.0
46.0,107.0,2.7
46.0,109.0,9.2
46.0,111.0,4.1
46.0,113.0,6.5
46.0,115.0,4.3
46.0,117.0,2.1
46.0,119.0,1.4
46.0,121.0,6.9
46.0,123.0,3.5
46.0,125.0,13.5
46.0,127.0,31.3
46.0,129.0,7.7
46.0,135.0,43.1
46.0,137.0,1.4
47.0,1.0,222.8
47.0,3.0,95.1
47.0,5.0,41.8
47.0,7.0,31.7
47.0,9.0,220.2
47.0,11.0,301.0
47.0,13.0,84.8
47.0,15.0,52.0
47.0,17.0,47.6
47.0,19.0,168.3
47.0,21.0,129.3
47.0,23.0,60.0
47.0,25.0,74.1
47.0,27.0,33.2
47.0,29.0,82.1
47.0,31.0,123.1
47.0,33.0,54.9
47.0,35.0,82.3
47.0,37.0,1243.3
47.0,39.0,35.2
47.0,41.0,61.5
47.0,43.0,101.4
47.0,45.0,74.8
47.0,47.0,54.5
47.0,49.0,36.0
47.0,51.0,74.0
47.0,53.0,82.4
47.0,55.0,48.3
47.0,57.0,80.7
47.0,59.0,110.6
47.0,61.0,38.0
47.0,63.0,388.0
47.0,65.0,620.3
47.0,67.0,30.7
47.0,69.0,40.8
47.0,71.0,45.1
47.0,73.0,116.7
47.0,75.0,35.2
47.0,77.0,53.4
47.0,79.0,57.5
47.0,81.0,40.3
47.0,83.0,42.1
47.0,85.0,34.9
47.0,87.0,37.7
47.0,89.0,187.6
47.0,91.0,61.1
47.0,93.0,850.5
47.0,95.0,47.2
47.0,97.0,58.9
47.0,99.0,67.8
47.0,101.0,43.1
47.0,103.0,58.5
47.0,105.0,211.8
47.0,107.0,121.5
47.0,109.0,46.3
47.0,111.0,72.4
47.0,113.0,176.4
47.0,115.0,56.7
47.0,117.0,81.5
47.0,119.0,132.0
47.0,121.0,60.2
47.0,123.0,70.0
47.0,125.0,319.6
47.0,127.0,49.2
47.0,129.0,42.1
47.0,131.0,58.4
47.0,133.0,50.9
47.0,135.0,19.1
47.0,137.0,31.2
47.0,139.0,38.7
47.0,141.0,180.3
47.0,143.0,100.9
47.0,145.0,150.2
47.0,147.0,139.2
47.0,149.0,424.0
47.0,151.0,41.8
47.0,153.0,53.1
47.0,155.0,151.7
47.0,157.0,1215.5
47.0,159.0,61.0
47.0,161.0,29.0
47.0,163.0,379.4
47.0,165.0,303.4
47.0,167.0,133.3
47.0,169.0,68.9
47.0,171.0,98.4
47.0,173.0,85.5
47.0,175.0,20.3
47.0,177.0,92.1
47.0,179.0,376.7
47.0,181.0,23.2
47.0,183.0,60.3
47.0,185.0,68.6
47.0,187.0,314.4
47.0,189.0,199.7
48.0,1.0,55.0
48.0,3.0,9.9
48.0,5.0,108.8
48.0,7.0,91.9
48.0,9.0,10.0
48.0,11.0,2.1
48.0,13.0,36.8
48.0,15.0,44.0
48.0,17.0,8.7
48.0,19.0,25.9
48.0,21.0,83.5
48.0,23.0,4.3
48.0,25.0,36.2
48.0,27.0,295.2
48.0,29.0,1383.1
48.0,31.0,14.8
48.0,33.0,0.7
48.0,35.0,18.5
48.0,37.0,104.6
48.0,39.0,230.7
48.0,41.0,332.8
48.0,43.0,1.5
48.0,45.0,1.8
48.0,47.0,7.7
48.0,49.0,40.3
48.0,51.0,26.1
48.0,53.0,43.0
48.0,55.0,69.8
48.0,57.0,42.2
48.0,59.0,15.1
48.0,61.0,456.0
48.0,63.0,63.3
48.0,65.0,6.7
48.0,67.0,32.5
48.0,69.0,9.0
48.0,71.0,58.8
48.0,73.0,48.3
48.0,75.0,10.1
48.0,77.0,9.9
48.0,79.0,4.0
48.0,81.0,3.6
48.0,83.0,7.0
48.0,85.0,930.0
48.0,87.0,3.3
48.0,89.0,21.7
48.0,91.0,193.9
48.0,93.0,14.9
48.0,95.0,4.2
48.0,97.0,43.9
48.0,99.0,71.7
48.0,101.0,1.7
48.0,103.0,5.6
48.0,105.0,1.3
48.0,107.0,6.7
48.0,109.0,0.6
48.0,111.0,4.5
48.0,113.0,2718.0
48.0,115.0,15.4
48.0,117.0,12.9
48.0,119.0,20.4
48.0,121.0,754.3
48.0,123.0,22.1
48.0,125.0,2.7
48.0,127.0,7.5
48.0,129.0,4.0
48.0,131.0,6.6
48.0,133.0,20.1
48.0,135.0,152.8
48.0,137.0,0.9
48.0,139.0,159.9
48.0,141.0,790.6
48.0,143.0,35.0
48.0,145.0,23.3
48.0,147.0,38.1
48.0,149.0,25.8
48.0,151.0,4.4
48.0,153.0,6.5
48.0,155.0,1.9
48.0,157.0,679.5
48.0,159.0,37.3
48.0,161.0,22.6
48.0,163.0,15.2
48.0,165.0,11.7
48.0,167.0,769.9
48.0,169.0,7.2
48.0,171.0,23.5
48.0,173.0,1.4
48.0,175.0,8.5
48.0,177.0,18.6
48.0,179.0,24.3
48.0,181.0,129.6
48.0,183.0,445.4
48.0,185.0,33.8
48.0,187.0,184.9
48.0,189.0,36.1
48.0,191.0,3.8
48.0,193.0,10.2
48.0,195.0,6.1
48.0,197.0,6.0
48.0,199.0,61.3
48.0,201.0,2402.4
48.0,203.0,72.9
48.0,205.0,4.1
48.0,207.0,6.5
48.0,209.0,231.7
48.0,211.0,4.2
48.0,213.0,89.9
48.0,215.0,493.2
48.0,217.0,36.6
48.0,219.0,25.2
48.0,221.0,121.7
48.0,223.0,45.8
48.0,225.0,19.3
48.0,227.0,38.9
48.0,229.0,0.8
48.0,231.0,102.5
48.0,233.0,25.0
48.0,235.0,1.5
48.0,237.0,9.9
48.0,239.0,17.0
48.0,241.0,38.0
48.0,243.0,1.0
48.0,245.0,287.9
48.0,247.0,4.7
48.0,249.0,47.2
48.0,251.0,208.3
48.0,253.0,21.8
48.0,255.0,19.8
48.0,257.0,132.4
48.0,259.0,50.4
48.0,261.0,0.3
48.0,263.0,0.9
48.0,265.0,45.0
48.0,267.0,3.7
48.0,269.0,0.3
48.0,271.0,2.6
48.0,273.0,36.4
48.0,275.0,4.4
48.0,277.0,54.9
48.0,279.0,13.8
48.0,281.0,27.6
48.0,283.0,4.6
48.0,285.0,19.9
48.0,287.0,26.4
48.0,289.0,15.7
48.0,291.0,65.3
48.0,293.0,25.8
48.0,295.0,3.5
48.0,297.0,11.1
48.0,299.0,20.7
48.0,301.0,0.1
48.0,303.0,311.3
48.0,305.0,6.6
48.0,307.0,7.8
48.0,309.0,226.5
48.0,311.0,0.6
48.0,313.0,29.3
48.0,315.0,27.7
48.0,317.0,5.2
48.0,319.0,4.3
48.0,321.0,33.4
48.0,323.0,42.4
48.0,325.0,34.7
48.0,327.0,2.5
48.0,329.0,152.0
48.0,331.0,24.3
48.0,333.0,6.6
48.0,335.0,10.3
48.0,337.0,21.2
48.0,339.0,437.5
48.0,341.0,24.3
48.0,343.0,51.3
48.0,345.0,1.2
48.0,347.0,68.2
48.0,349.0,47.3
48.0,351.0,15.5
48.0,353.0,16.7
48.0,355.0,405.8
48.0,357.0,11.1
48.0,359.0,1.4
48.0,361.0,245.3
48.0,363.0,29.5
48.0,365.0,29.7
48.0,367.0,129.4
48.0,369.0,11.7
48.0,371.0,3.3
48.0,373.0,43.0
48.0,375.0,133.3
48.0,377.0,2.0
48.0,379.0,47.6
48.0,381.0,132.4
48.0,383.0,2.9
48.0,385.0,4.7
48.0,387.0,12.4
48.0,389.0,5.2
48.0,391.0,9.6
48.0,393.0,1.0
48.0,395.0,19.4
48.0,397.0,616.7
48.0,399.0,10.0
48.0,401.0,57.7
48.0,403.0,22.0
48.0,405.0,16.7
48.0,407.0,46.3
48.0,409.0,93.5
48.0,411.0,5.4
48.0,413.0,2.6
48.0,415.0,18.7
48.0,417.0,3.7
48.0,419.0,32.0
48.0,421.0,3.3
48.0,423.0,227.6
48.0,425.0,45.5
48.0,427.0,49.8
48.0,429.0,10.7
48.0,431.0,1.2
48.0,433.0,1.6
48.0,435.0,2.8
48.0,437.0,8.8
48.0,439.0,2094.7
48.0,441.0,143.6
48.0,443.0,0.4
48.0,445.0,14.2
48.0,447.0,1.8
48.0,449.0,79.6
48.0,451.0,72.4
48.0,453.0,1034.4
48.0,455.0,21.0
48.0,457.0,23.5
48.0,459.0,67.4
48.0,461.0,2.7
48.0,463.0,17.0
48.0,465.0,15.5
48.0,467.0,62.4
48.0,469.0,98.4
48.0,471.0,86.5
48.0,473.0,84.1
48.0,475.0,12.8
48.0,477.0,55.8
48.0,479.0,74.5
48.0,481.0,38.0
48.0,483.0,5.9
48.0,485.0,209.5
48.0,487.0,13.9
48.0,489.0,37.5
48.0,491.0,378.0
48.0,493.0,53.4
48.0,495.0,8.5
48.0,497.0,65.4
48.0,499.0,65.0
48.0,501.0,9.9
48.0,503.0,20.3
48.0,505.0,14.0
48.0,507.0,9.0
49.0,1.0,2.6
49.0,3.0,8.7
49.0,5.0,96.7
49.0,7.0,14.5
49.0,9.0,1.5
49.0,11.0,1025.8
49.0,13.0,5.7
49.0,15.0,2.5
49.0,17.0,1.0
49.0,19.0,2.5
49.0,21.0,14.0
49.0,23.0,3.0
49.0,25.0,1.8
49.0,27.0,1.9
49.0,29.0,15.5
49.0,31.0,2.1
49.0,33.0,2.2
49.0,35.0,1387.1
49.0,37.0,1.9
49.0,39.0,17.5
49.0,41.0,10.9
49.0,43.0,19.4
49.0,45.0,8.4
49.0,47.0,7.3
49.0,49.0,257.8
49.0,51.0,20.0
49.0,53.0,56.9
49.0,55.0,1.1
49.0,57.0,401.4
50.0,1.0,48.0
50.0,3.0,55.0
50.0,5.0,48.1
50.0,7.0,291.7
50.0,9.0,9.5
50.0,11.0,75.3
50.0,13.0,85.2
50.0,15.0,53.3
50.0,17.0,42.1
50.0,19.0,39.3
50.0,21.0,66.3
50.0,23.0,86.6
50.0,25.0,56.7
50.0,27.0,58.5
51.0,1.0,73.8
51.0,3.0,137.3
51.0,5.0,36.5
51.0,7.0,35.7
51.0,9.0,68.3
51.0,11.0,44.9
51.0,13.0,7993.5
51.0,15.0,76.3
51.0,17.0,8.9
51.0,19.0,91.2
51.0,21.0,19.1
51.0,23.0,61.2
51.0,25.0,30.8
51.0,27.0,47.9
51.0,29.0,29.6
51.0,31.0,108.8
51.0,33.0,54.1
51.0,35.0,63.3
51.0,36.0,39.7
51.0,37.0,26.5
51.0,41.0,747.1
51.0,43.0,79.7
51.0,45.0,15.7
51.0,47.0,123.1
51.0,49.0,33.8
51.0,51.0,48.1
51.0,53.0,55.6
51.0,57.0,43.4
51.0,59.0,2766.8
51.0,61.0,100.7
51.0,63.0,40.2
51.0,65.0,89.8
51.0,67.0,81.3
51.0,69.0,189.4
51.0,71.0,48.6
51.0,73.0,169.2
51.0,75.0,77.2
51.0,77.0,35.1
51.0,79.0,117.8
51.0,81.0,41.5
51.0,83.0,44.3
51.0,85.0,213.1
51.0,87.0,1313.4
51.0,89.0,141.6
51.0,91.0,5.6
51.0,93.0,111.8
51.0,95.0,470.4
51.0,97.0,22.0
51.0,99.0,131.3
51.0,101.0,58.2
51.0,103.0,85.5
51.0,105.0,58.8
51.0,107.0,605.8
51.0,109.0,66.8
51.0,111.0,29.9
51.0,113.0,41.5
51.0,115.0,104.5
51.0,117.0,52.3
51.0,119.0,84.1
51.0,121.0,243.9
51.0,125.0,31.9
51.0,127.0,87.9
51.0,131.0,58.5
51.0,133.0,64.5
51.0,135.0,50.4
51.0,137.0,98.2
51.0,139.0,77.3
51.0,141.0,38.3
51.0,143.0,65.5
51.0,145.0,107.8
51.0,147.0,66.8
51.0,149.0,134.7
51.0,153.0,1195.0
51.0,155.0,109.0
51.0,157.0,27.7
51.0,159.0,48.3
51.0,161.0,368.7
51.0,163.0,37.3
51.0,165.0,89.9
51.0,167.0,61.0
51.0,169.0,43.3
51.0,171.0,82.5
51.0,173.0,71.4
51.0,175.0,31.0
