STATEFIPS,COUNTY,people_per_sq_mile
51.0,177.0,304.9
51.0,179.0,479.5
51.0,181.0,25.3
51.0,183.0,24.7
51.0,185.0,86.9
51.0,187.0,176.0
51.0,191.0,97.8
51.0,193.0,76.1
51.0,195.0,102.8
51.0,197.0,63.3
51.0,199.0,624.8
51.0,510.0,9314.3
51.0,515.0,904.6
51.0,520.0,1370.6
51.0,530.0,992.0
51.0,540.0,4246.3
51.0,550.0,652.0
51.0,570.0,2315.3
51.0,580.0,1090.1
51.0,590.0,1002.8
51.0,595.0,859.8
51.0,600.0,3616.6
51.0,610.0,6169.8
51.0,620.0,1045.8
51.0,630.0,2326.2
51.0,640.0,854.7
51.0,650.0,2673.2
51.0,660.0,2808.2
51.0,670.0,2197.9
51.0,678.0,2820.3
51.0,680.0,1538.2
51.0,683.0,3827.8
51.0,685.0,5633.1
51.0,690.0,1261.5
51.0,700.0,2630.0
51.0,710.0,4486.3
51.0,720.0,529.1
51.0,730.0,1413.8
51.0,735.0,793.3
51.0,740.0,2838.9
51.0,750.0,1662.2
51.0,760.0,3414.7
51.0,770.0,2279.8
51.0,775.0,1718.0
51.0,790.0,1188.8
51.0,800.0,211.4
51.0,810.0,1758.9
51.0,820.0,1396.8
51.0,830.0,1559.3
51.0,840.0,2838.1
53.0,1.0,9.7
53.0,3.0,34.0
53.0,5.0,103.0
53.0,7.0,24.8
53.0,9.0,41.1
53.0,11.0,676.2
53.0,13.0,4.7
53.0,15.0,89.8
53.0,17.0,21.1
53.0,19.0,3.4
53.0,21.0,62.9
53.0,23.0,3.2
53.0,25.0,33.3
53.0,27.0,38.3
53.0,29.0,376.6
53.0,31.0,16.6
53.0,33.0,912.9
53.0,35.0,635.9
53.0,37.0,17.8
53.0,39.0,10.9
53.0,41.0,31.4
53.0,43.0,4.6
53.0,45.0,63.3
53.0,47.0,7.8
53.0,49.0,22.4
53.0,51.0,9.3
53.0,53.0,476.3
53.0,55.0,90.7
53.0,57.0,67.5
53.0,59.0,6.7
53.0,61.0,341.8
53.0,63.0,267.2
53.0,65.0,17.6
53.0,67.0,349.4
53.0,69.0,15.1
53.0,71.0,46.3
53.0,73.0,95.5
53.0,75.0,20.7
53.0,77.0,56.6
54.0,1.0,48.6
54.0,3.0,324.4
54.0,5.0,49.1
54.0,7.0,28.4
54.0,9.0,269.8
54.0,11.0,342.8
54.0,13.0,27.3
54.0,15.0,27.5
54.0,17.0,25.7
54.0,19.0,69.6
54.0,21.0,25.7
54.0,23.0,25.0
54.0,25.0,34.8
54.0,27.0,37.4
54.0,29.0,371.3
54.0,31.0,24.1
54.0,33.0,166.1
54.0,35.0,62.9
54.0,37.0,255.2
54.0,39.0,214.1
54.0,41.0,42.5
54.0,43.0,49.7
54.0,45.0,81.0
54.0,47.0,41.5
54.0,49.0,182.7
54.0,51.0,108.4
54.0,53.0,63.4
54.0,55.0,148.6
54.0,57.0,86.1
54.0,59.0,63.4
54.0,61.0,267.1
54.0,63.0,28.6
54.0,65.0,76.6
54.0,67.0,40.6
54.0,69.0,420.0
54.0,71.0,11.1
54.0,73.0,58.5
54.0,75.0,9.3
54.0,77.0,51.7
54.0,79.0,160.5
54.0,81.0,130.3
54.0,83.0,28.3
54.0,85.0,23.1
54.0,87.0,30.9
54.0,89.0,38.6
54.0,91.0,97.8
54.0,93.0,17.0
54.0,95.0,35.9
54.0,97.0,68.4
54.0,99.0,84.0
54.0,101.0,16.5
54.0,103.0,46.3
54.0,105.0,24.6
54.0,107.0,237.4
54.0,109.0,47.6
55.0,1.0,32.3
55.0,3.0,15.5
55.0,5.0,53.2
55.0,7.0,10.2
55.0,9.0,468.2
55.0,11.0,20.2
55.0,13.0,18.8
55.0,15.0,153.9
55.0,17.0,61.9
55.0,19.0,28.7
55.0,21.0,74.2
55.0,23.0,29.2
55.0,25.0,407.7
55.0,27.0,101.4
55.0,29.0,57.6
55.0,31.0,33.9
55.0,33.0,51.6
55.0,35.0,154.8
55.0,37.0,9.1
55.0,39.0,141.2
55.0,41.0,9.2
55.0,43.0,44.7
55.0,45.0,63.1
55.0,47.0,54.5
55.0,49.0,31.1
55.0,51.0,7.8
55.0,53.0,20.7
55.0,55.0,150.4
55.0,57.0,34.8
55.0,59.0,611.9
55.0,61.0,60.1
55.0,63.0,253.8
55.0,65.0,26.6
55.0,67.0,22.9
55.0,69.0,32.7
55.0,71.0,138.3
55.0,73.0,86.8
55.0,75.0,29.8
55.0,77.0,33.8
55.0,78.0,11.8
55.0,79.0,3926.0
55.0,81.0,49.6
55.0,83.0,37.7
55.0,85.0,32.3
55.0,87.0,277.2
55.0,89.0,370.7
55.0,91.0,32.2
55.0,93.0,71.5
55.0,95.0,48.4
55.0,97.0,87.4
55.0,99.0,11.3
55.0,101.0,587.7
55.0,103.0,30.7
55.0,105.0,223.3
55.0,107.0,16.2
55.0,109.0,116.8
55.0,111.0,74.6
55.0,113.0,13.2
55.0,115.0,47.0
55.0,117.0,225.9
55.0,119.0,21.2
55.0,121.0,39.3
55.0,123.0,37.6
55.0,125.0,25.0
55.0,127.0,184.2
55.0,129.0,20.0
55.0,131.0,306.2
55.0,133.0,709.4
55.0,135.0,70.1
55.0,137.0,39.1
55.0,139.0,384.3
55.0,141.0,94.2
56.0,1.0,8.5
56.0,3.0,3.7
56.0,5.0,9.6
56.0,7.0,2.0
56.0,9.0,3.3
56.0,11.0,2.5
56.0,13.0,4.4
56.0,15.0,6.0
56.0,17.0,2.4
56.0,19.0,2.1
56.0,21.0,34.2
56.0,23.0,4.4
56.0,25.0,14.1
56.0,27.0,0.9
56.0,29.0,4.1
56.0,31.0,4.2
56.0,33.0,11.5
56.0,35.0,2.1
56.0,37.0,4.2
56.0,39.0,5.3
56.0,41.0,10.1
56.0,43.0,3.8
56.0,45.0,3.0
72.0,1.0,292.1
72.0,3.0,1360.0
72.0,5.0,1668.5
72.0,7.0,952.6
72.0,9.0,827.2
72.0,11.0,744.8
72.0,13.0,765.7
72.0,15.0,1304.3
72.0,17.0,1327.6
72.0,19.0,885.1
72.0,21.0,4695.3
72.0,23.0,723.5
72.0,25.0,2438.6
72.0,27.0,758.5
72.0,29.0,1449.8
72.0,31.0,3900.3
72.0,33.0,5808.6
72.0,35.0,926.5
72.0,37.0,469.5
72.0,39.0,282.3
72.0,41.0,1207.1
72.0,43.0,519.3
72.0,45.0,731.6
72.0,47.0,872.4
72.0,49.0,156.4
72.0,51.0,1653.0
72.0,53.0,1238.7
72.0,54.0,833.7
72.0,55.0,524.3
72.0,57.0,698.0
72.0,59.0,510.5
72.0,61.0,3550.7
72.0,63.0,1626.9
72.0,65.0,1004.1
72.0,67.0,1520.6
72.0,69.0,1306.4
72.0,71.0,825.1
72.0,73.0,373.7
72.0,75.0,841.9
72.0,77.0,1521.0
72.0,79.0,429.6
72.0,81.0,500.5
72.0,83.0,213.1
72.0,85.0,1141.5
72.0,87.0,1552.2
72.0,89.0,777.5
72.0,91.0,977.5
72.0,93.0,171.4
72.0,95.0,580.3
72.0,97.0,1147.3
72.0,99.0,796.7
72.0,101.0,838.9
72.0,103.0,517.2
72.0,105.0,1109.5
72.0,107.0,368.2
72.0,109.0,412.8
72.0,111.0,544.2
72.0,113.0,1449.3
72.0,115.0,1142.7
72.0,117.0,1063.8
72.0,119.0,895.8
72.0,121.0,705.1
72.0,123.0,448.0
72.0,125.0,651.9
72.0,127.0,8262.3
72.0,129.0,773.1
72.0,131.0,602.5
72.0,133.0,684.1
72.0,135.0,2741.5
72.0,137.0,3855.7
72.0,139.0,3604.4
72.0,141.0,292.0
72.0,143.0,1440.8
72.0,145.0,1301.1
72.0,147.0,183.2
72.0,149.0,731.6
72.0,151.0,687.2
72.0,153.0,616.5
