FIPS,bachelorsOrMore,someCollege,lessThanHSD,HSDonly
05043,0.11699999999999999,0.176,-0.483,0.19
05045,0.16800000000000004,0.211,-0.41200000000000003,0.03300000000000003
05047,0.08399999999999999,0.254,-0.482,0.14400000000000002
05049,0.07100000000000001,0.25,-0.575,0.253
05051,0.143,0.24500000000000002,-0.42000000000000004,0.03200000000000003
05053,0.11599999999999999,0.239,-0.514,0.15899999999999997
05055,0.105,0.21800000000000003,-0.5499999999999999,0.22699999999999998
05057,0.09400000000000001,0.243,-0.437,0.09999999999999998
05059,0.09799999999999999,0.238,-0.475,0.13899999999999996
05061,0.09699999999999999,0.21600000000000003,-0.43200000000000005,0.118
05063,0.102,0.21800000000000003,-0.46900000000000003,0.14800000000000002
05065,0.09,0.261,-0.5409999999999999,0.19
05067,0.036000000000000004,0.179,-0.485,0.269
05069,0.09500000000000001,0.21699999999999997,-0.404,0.09200000000000003
05071,0.11000000000000001,0.131,-0.45300000000000007,0.21199999999999997
05073,0.087,0.164,-0.4610000000000001,0.21
05075,0.075,0.213,-0.532,0.245
05077,0.018000000000000002,0.175,-0.48000000000000004,0.28700000000000003
05079,0.061000000000000006,0.16899999999999998,-0.5,0.27
05081,0.067,0.276,-0.492,0.14900000000000002
05083,0.08399999999999999,0.22900000000000004,-0.5149999999999999,0.20199999999999999
05085,0.145,0.28,-0.51,0.08499999999999996
05087,0.057,0.16799999999999998,-0.509,0.28300000000000003
05089,0.101,0.244,-0.489,0.14499999999999996
05091,0.07400000000000001,0.22,-0.43799999999999994,0.14399999999999996
05093,0.07600000000000001,0.23199999999999998,-0.474,0.16599999999999998
05095,0.08299999999999999,0.21000000000000002,-0.499,0.20800000000000002
05097,0.095,0.253,-0.47400000000000003,0.127
05099,0.10099999999999998,0.23200000000000004,-0.514,0.18000000000000002
05101,0.089,0.198,-0.5369999999999999,0.25
05103,0.10600000000000001,0.20500000000000002,-0.471,0.15999999999999998
05105,0.10999999999999999,0.229,-0.5499999999999999,0.211
05107,0.07400000000000001,0.277,-0.478,0.12699999999999997
05109,0.093,0.272,-0.5029999999999999,0.13699999999999998
05111,0.044000000000000004,0.215,-0.519,0.261
05113,0.07500000000000001,0.302,-0.503,0.128
05115,0.136,0.20299999999999996,-0.41,0.07100000000000001
05117,0.06999999999999999,0.214,-0.505,0.222
05119,0.20600000000000002,0.173,-0.313,-0.067
05121,0.118,0.24799999999999997,-0.569,0.202
05123,0.055999999999999994,0.22699999999999998,-0.46699999999999997,0.185
05125,0.17600000000000002,0.251,-0.479,0.051000000000000045
05127,0.095,0.227,-0.485,0.163
05129,0.10900000000000001,0.21400000000000002,-0.554,0.231
05131,0.125,0.192,-0.324,0.007000000000000006
05133,0.020000000000000004,0.20800000000000002,-0.298,0.07100000000000001
05135,0.053,0.22100000000000003,-0.48700000000000004,0.212
05137,0.14100000000000001,0.228,-0.589,0.222
05139,0.09799999999999999,0.20199999999999999,-0.364,0.063
05141,0.086,0.233,-0.522,0.20199999999999999
05143,0.16499999999999998,0.15200000000000002,-0.33899999999999997,0.02200000000000002
05145,0.136,0.20900000000000002,-0.49100000000000005,0.147
05147,0.040999999999999995,0.14600000000000002,-0.442,0.254
05149,0.092,0.162,-0.406,0.15199999999999997
06000,0.176,0.13399999999999998,-0.189,-0.12100000000000002
06001,0.275,0.10800000000000001,-0.237,-0.14600000000000002
06003,0.275,0.1,-0.29700000000000004,-0.07800000000000001
06005,0.12099999999999998,0.23100000000000004,-0.298,-0.05399999999999999
06007,0.14,0.24500000000000002,-0.309,-0.07600000000000001
06009,0.136,0.314,-0.40599999999999997,-0.043999999999999984
06011,0.04299999999999998,0.154,-0.13,-0.068
06013,0.22200000000000003,0.13799999999999998,-0.21000000000000002,-0.15000000000000002
06015,0.08700000000000001,0.24200000000000002,-0.32,-0.009000000000000008
06017,0.21700000000000003,0.221,-0.289,-0.148
06019,0.09300000000000001,0.166,-0.20499999999999996,-0.05300000000000002
06021,0.087,0.196,-0.21700000000000003,-0.065
06023,0.17500000000000002,0.23199999999999998,-0.346,-0.061
06025,0.06100000000000001,0.188,-0.22099999999999997,-0.026999999999999996
06027,0.121,0.202,-0.265,-0.059
06029,0.063,0.178,-0.21299999999999997,-0.02799999999999997
06031,0.03900000000000001,0.22700000000000004,-0.21800000000000003,-0.046999999999999986
06033,0.09000000000000001,0.29100000000000004,-0.344,-0.038000000000000034
06035,0.054000000000000006,0.258,-0.227,-0.08299999999999996
06037,0.172,0.098,-0.148,-0.12200000000000003
06039,0.065,0.226,-0.27899999999999997,-0.013000000000000012
06041,0.28200000000000003,0.037000000000000005,-0.134,-0.186
06043,0.123,0.251,-0.335,-0.03999999999999998
06045,0.132,0.238,-0.29000000000000004,-0.07999999999999996
06047,0.047,0.176,-0.173,-0.04999999999999999
06049,0.11499999999999999,0.27399999999999997,-0.267,-0.123
06051,0.22800000000000004,0.12600000000000003,-0.154,-0.199
06053,0.08100000000000002,0.10500000000000001,-0.08700000000000002,-0.097
06055,0.20500000000000002,0.14,-0.194,-0.15100000000000002
06057,0.231,0.23999999999999996,-0.333,-0.13799999999999998
06059,0.215,0.09099999999999997,-0.13499999999999998,-0.17099999999999999
06061,0.257,0.221,-0.309,-0.16899999999999998
06063,0.136,0.29100000000000004,-0.29200000000000004,-0.133
06065,0.102,0.18000000000000002,-0.21399999999999997,-0.068
06067,0.15099999999999997,0.18899999999999997,-0.20400000000000001,-0.13699999999999998
06069,0.12,0.23199999999999998,-0.3380000000000001,-0.01200000000000001
06071,0.096,0.18700000000000003,-0.216,-0.066
06073,0.21099999999999997,0.152,-0.205,-0.15799999999999997
06075,0.362,0.04999999999999999,-0.249,-0.16299999999999998
06077,0.10099999999999999,0.21000000000000002,-0.28200000000000003,-0.02899999999999997
06079,0.21000000000000002,0.20199999999999999,-0.29800000000000004,-0.11399999999999999
06081,0.279,0.07800000000000001,-0.16999999999999998,-0.18699999999999997
06083,0.135,0.10899999999999999,-0.07999999999999999,-0.16400000000000003
06085,0.27799999999999997,0.061,-0.178,-0.162
06087,0.243,0.14400000000000002,-0.224,-0.162
06089,0.10500000000000001,0.276,-0.298,-0.08300000000000002
06091,0.096,0.254,-0.31799999999999995,-0.03199999999999997
06093,0.16499999999999998,0.261,-0.323,-0.10299999999999998
06095,0.15,0.24900000000000003,-0.248,-0.15100000000000002
06097,0.21500000000000002,0.16900000000000004,-0.23199999999999998,-0.15099999999999997
06099,0.082,0.194,-0.268,-0.008000000000000007
06101,0.078,0.19999999999999998,-0.211,-0.067
06103,0.06799999999999999,0.256,-0.263,-0.061
06105,0.125,0.259,-0.33999999999999997,-0.044999999999999984
06107,0.06100000000000001,0.178,-0.23800000000000004,0.0
06109,0.11800000000000001,0.264,-0.308,-0.07500000000000001
06111,0.193,0.156,-0.19199999999999998,-0.15699999999999997
06113,0.199,0.136,-0.234,-0.10099999999999998
06115,0.060999999999999985,0.26,-0.23,-0.08999999999999997
08000,0.226,0.163,-0.265,-0.12399999999999997
08001,0.13,0.18,-0.191,-0.12
08003,0.063,0.22099999999999997,-0.24800000000000003,-0.03699999999999998
08005,0.17900000000000002,0.135,-0.15699999999999997,-0.157
08007,0.294,0.21899999999999997,-0.465,-0.04899999999999999
08009,0.09000000000000001,0.28200000000000003,-0.392,0.020000000000000018
08011,0.016,0.187,-0.359,0.15599999999999997
08013,0.31699999999999995,0.05400000000000002,-0.182,-0.19
08014,0.0,0.0,0.0,0.0
08015,0.262,0.181,-0.32099999999999995,-0.122
08017,0.159,0.28500000000000003,-0.371,-0.07300000000000001
08019,0.27799999999999997,0.19300000000000003,-0.315,-0.154
08021,0.14800000000000002,0.21999999999999997,-0.43399999999999994,0.066
08023,0.105,0.21799999999999997,-0.365,0.04300000000000004
08025,0.051,0.19100000000000003,-0.33199999999999996,0.08999999999999997
08027,0.293,0.224,-0.401,-0.11600000000000002
08029,0.117,0.21600000000000003,-0.389,0.055999999999999994
08031,0.28200000000000003,0.09699999999999998,-0.24100000000000002,-0.138
08033,0.195,0.196,-0.486,0.09499999999999997
08035,0.37200000000000005,0.10700000000000004,-0.25899999999999995,-0.21999999999999997
08037,0.353,0.121,-0.33299999999999996,-0.14200000000000002
08039,0.21799999999999997,0.261,-0.41000000000000003,-0.068
08041,0.18699999999999997,0.205,-0.20600000000000002,-0.18600000000000003
08043,0.09,0.227,-0.352,0.034999999999999976
08045,0.19299999999999998,0.189,-0.267,-0.11599999999999999
08047,0.19999999999999998,0.326,-0.297,-0.229
08049,0.259,0.188,-0.35300000000000004,-0.09399999999999997
08051,0.30600000000000005,0.04600000000000001,-0.253,-0.098
08053,0.32999999999999996,0.347,-0.437,-0.24
08055,0.22199999999999998,0.196,-0.46299999999999997,0.044999999999999984
08057,0.08299999999999999,0.177,-0.24000000000000002,-0.018000000000000016
08059,0.21299999999999997,0.137,-0.192,-0.159
08061,0.14700000000000002,0.307,-0.376,-0.07800000000000001
08063,0.07,0.285,-0.29600000000000004,-0.059
08065,0.23099999999999998,0.21600000000000003,-0.365,-0.08200000000000002
08067,0.315,0.181,-0.342,-0.15499999999999997
08069,0.246,0.157,-0.266,-0.138
08071,0.121,0.29500000000000004,-0.44299999999999995,0.02699999999999997
08073,0.10500000000000001,0.131,-0.256,0.019999999999999962
08075,0.07,0.241,-0.291,-0.019999999999999962
08077,0.14700000000000002,0.18199999999999997,-0.306,-0.02400000000000002
08079,0.281,0.24700000000000003,-0.29600000000000004,-0.233
08081,0.04899999999999999,0.242,-0.323,0.03200000000000003
08083,0.185,0.22900000000000004,-0.41500000000000004,-0.0010000000000000009
08085,0.158,0.181,-0.334,-0.0050000000000000044
08087,0.05700000000000001,0.23900000000000002,-0.29200000000000004,-0.0050000000000000044
08089,0.084,0.28700000000000003,-0.342,-0.02899999999999997
08091,0.398,0.18,-0.424,-0.15399999999999997
08093,0.169,0.272,-0.335,-0.10599999999999998
08095,0.09699999999999999,0.237,-0.276,-0.059
08097,0.20299999999999996,0.014000000000000012,-0.10700000000000001,-0.11
08099,0.06400000000000002,0.262,-0.27599999999999997,-0.049000000000000044
08101,0.133,0.26,-0.366,-0.027000000000000024
08103,0.11499999999999999,0.211,-0.255,-0.07099999999999995
08105,0.10799999999999998,0.20500000000000002,-0.31799999999999995,0.0050000000000000044
08107,0.33199999999999996,0.17099999999999999,-0.33299999999999996,-0.17099999999999999
08109,0.21100000000000002,0.17300000000000004,-0.3410000000000001,-0.043999999999999984
08111,0.09600000000000003,0.274,-0.358,-0.01100000000000001
08113,0.503,0.147,-0.468,-0.18299999999999997
08115,0.108,0.254,-0.37,0.008000000000000007
08117,0.299,0.118,-0.266,-0.152
08119,0.181,0.259,-0.254,-0.186
08121,0.09299999999999999,0.28200000000000003,-0.397,0.020999999999999963
08123,0.139,0.20600000000000002,-0.294,-0.05099999999999999
08125,0.103,0.268,-0.388,0.017000000000000015
09000,0.23299999999999998,0.14200000000000002,-0.335,-0.04099999999999998
09001,0.278,0.09599999999999999,-0.29700000000000004,-0.07799999999999999
09003,0.22599999999999998,0.14700000000000002,-0.325,-0.04799999999999999
09005,0.21700000000000003,0.18000000000000002,-0.369,-0.028000000000000025
09007,0.276,0.15100000000000002,-0.365,-0.063
09009,0.21700000000000003,0.149,-0.35000000000000003,-0.016000000000000014
09011,0.20400000000000001,0.18299999999999997,-0.365,-0.02200000000000002
09013,0.20099999999999998,0.177,-0.329,-0.04899999999999999
09015,0.14900000000000002,0.21799999999999997,-0.45399999999999996,0.08699999999999997
10000,0.16299999999999998,0.17300000000000001,-0.334,-0.0020000000000000018
10001,0.131,0.205,-0.33699999999999997,0.0010000000000000009
10003,0.19399999999999998,0.16000000000000003,-0.322,-0.03200000000000003
10005,0.151,0.193,-0.42299999999999993,0.08000000000000002
11000,0.35600000000000004,0.05700000000000001,-0.337,-0.07600000000000001
11001,0.35600000000000004,0.05700000000000001,-0.337,-0.07600000000000001
12000,0.16500000000000004,0.184,-0.33899999999999997,-0.010000000000000009
12001,0.17699999999999996,0.17099999999999999,-0.32,-0.027999999999999997
12003,0.07300000000000001,0.193,-0.455,0.19
12005,0.124,0.249,-0.366,-0.006000000000000005
12007,0.059,0.23099999999999998,-0.396,0.10499999999999998
12009,0.11600000000000002,0.171,-0.19799999999999998,-0.08900000000000002
12011,0.205,0.176,-0.325,-0.05499999999999999
12013,0.032,0.225,-0.42599999999999993,0.17
12015,0.121,0.22600000000000003,-0.361,0.013000000000000012
12017,0.10800000000000001,0.225,-0.44299999999999995,0.11199999999999999
12019,0.13799999999999998,0.267,-0.365,-0.040000000000000036
12021,0.168,0.139,-0.273,-0.032999999999999974
12023,0.05799999999999998,0.267,-0.4089999999999999,0.08399999999999996
12027,0.051000000000000004,0.15,-0.34700000000000003,0.14700000000000002
12029,0.018999999999999996,0.268,-0.44800000000000006,0.16199999999999998
12031,0.17600000000000002,0.22700000000000004,-0.368,-0.03400000000000003
12033,0.147,0.26,-0.382,-0.026000000000000023
12035,0.187,0.22400000000000003,-0.45200000000000007,0.041000000000000036
12037,0.114,0.201,-0.43100000000000005,0.11599999999999999
12039,0.117,0.2,-0.46399999999999997,0.14699999999999996
12041,0.083,0.265,-0.49100000000000005,0.144
12043,0.072,0.156,-0.43900000000000006,0.21
12045,0.09,0.23099999999999998,-0.373,0.05299999999999999
12047,0.053,0.224,-0.43900000000000006,0.162
12049,0.05500000000000001,0.11499999999999999,-0.29900000000000004,0.129
12051,0.03,0.14,-0.293,0.12299999999999997
12053,0.096,0.252,-0.45799999999999996,0.10899999999999999
12055,0.078,0.211,-0.37999999999999995,0.09299999999999997
12057,0.212,0.194,-0.378,-0.02699999999999997
12059,0.075,0.24899999999999997,-0.472,0.149
12061,0.16000000000000003,0.203,-0.337,-0.026000000000000023
12063,0.07799999999999999,0.22799999999999998,-0.42500000000000004,0.119
12065,0.11699999999999999,0.24,-0.46,0.10400000000000001
12067,0.068,0.246,-0.42900000000000005,0.11299999999999996
12069,0.119,0.21400000000000002,-0.387,0.05300000000000005
12071,0.154,0.176,-0.328,-0.0010000000000000009
12073,0.202,0.142,-0.27599999999999997,-0.067
12075,0.054,0.242,-0.464,0.16800000000000004
12077,0.07300000000000001,0.17200000000000001,-0.44699999999999995,0.20199999999999999
12079,0.03399999999999999,0.257,-0.492,0.2
12081,0.17900000000000002,0.16599999999999998,-0.35,0.0040000000000000036
12083,0.09799999999999999,0.21300000000000002,-0.381,0.07
12085,0.23299999999999998,0.201,-0.379,-0.05499999999999999
12086,0.15600000000000003,0.129,-0.276,-0.010000000000000009
12087,0.206,0.21200000000000002,-0.344,-0.07300000000000001
12089,0.181,0.254,-0.51,0.07399999999999995
12091,0.14900000000000002,0.22899999999999998,-0.23900000000000002,-0.13899999999999996
12093,0.06,0.164,-0.35800000000000004,0.13299999999999998
12095,0.19,0.174,-0.307,-0.055999999999999994
12097,0.11099999999999999,0.244,-0.399,0.04400000000000004
12099,0.20900000000000002,0.15599999999999997,-0.32,-0.043999999999999984
12101,0.16199999999999998,0.234,-0.45299999999999996,0.05600000000000005
12103,0.18299999999999997,0.187,-0.364,-0.006000000000000005
12105,0.098,0.181,-0.368,0.09099999999999997
12107,0.054000000000000006,0.194,-0.373,0.125
12109,0.32899999999999996,0.219,-0.458,-0.089
12111,0.109,0.21800000000000003,-0.388,0.059
12113,0.167,0.245,-0.354,-0.05800000000000005
12115,0.169,0.148,-0.283,-0.03500000000000003
12117,0.256,0.20600000000000002,-0.378,-0.08300000000000002
12119,0.21700000000000003,0.263,-0.525,0.04299999999999998
12121,0.063,0.2,-0.44800000000000006,0.18499999999999997
12123,0.036000000000000004,0.21800000000000003,-0.381,0.127
12125,0.05299999999999999,0.22799999999999998,-0.40900000000000003,0.127
12127,0.106,0.202,-0.312,0.0030000000000000027
12129,0.154,0.261,-0.56,0.14600000000000002
12131,0.184,0.257,-0.473,0.03199999999999997
12133,0.07400000000000001,0.23399999999999999,-0.48300000000000004,0.17600000000000002
13000,0.19099999999999998,0.19100000000000003,-0.44399999999999995,0.06199999999999997
13001,0.1,0.167,-0.482,0.217
13003,0.046,0.15000000000000002,-0.451,0.255
13005,0.08299999999999999,0.19,-0.541,0.268
13007,0.082,0.223,-0.5880000000000001,0.28400000000000003
13009,0.108,0.199,-0.542,0.23500000000000001
13011,0.086,0.195,-0.597,0.315
13013,0.116,0.256,-0.565,0.19299999999999998
13015,0.126,0.21100000000000002,-0.5349999999999999,0.198
13017,0.056,0.23299999999999998,-0.516,0.225
13019,0.10400000000000001,0.245,-0.5690000000000001,0.22
13021,0.14200000000000002,0.17800000000000002,-0.40099999999999997,0.08100000000000002
13023,0.11199999999999999,0.169,-0.5549999999999999,0.274
13025,0.046000000000000006,0.221,-0.45899999999999996,0.193
13027,0.060000000000000005,0.22599999999999998,-0.508,0.221
13029,0.28200000000000003,0.259,-0.67,0.129
13031,0.17200000000000004,0.19000000000000003,-0.483,0.122
13033,0.051000000000000004,0.22200000000000003,-0.5690000000000001,0.29600000000000004
13035,0.042,0.184,-0.469,0.24399999999999997
13037,0.04,0.149,-0.466,0.278
13039,0.153,0.332,-0.529,0.044999999999999984
13043,0.075,0.166,-0.518,0.278
13045,0.108,0.193,-0.48400000000000004,0.184
13047,0.156,0.274,-0.43399999999999994,0.0040000000000000036
13049,0.059000000000000004,0.16899999999999998,-0.44100000000000006,0.21499999999999997
13051,0.23500000000000001,0.197,-0.405,-0.025999999999999968
13053,0.121,0.21,-0.187,-0.14400000000000002
13055,0.05900000000000001,0.178,-0.439,0.203
13057,0.30200000000000005,0.252,-0.606,0.05099999999999999
13059,0.11499999999999999,0.122,-0.24200000000000002,0.0050000000000000044
13061,-0.007999999999999993,0.203,-0.5760000000000001,0.38
13063,0.121,0.221,-0.323,-0.019000000000000017
13065,0.09999999999999998,0.15900000000000003,-0.491,0.232
13067,0.34099999999999997,0.16300000000000003,-0.40800000000000003,-0.09699999999999998
13069,0.07,0.172,-0.474,0.231
13071,0.08600000000000001,0.16,-0.3990000000000001,0.153
13073,0.28800000000000003,0.237,-0.498,-0.028000000000000025
13075,0.094,0.196,-0.471,0.182
13077,0.195,0.22299999999999998,-0.5680000000000001,0.14800000000000002
13079,0.085,0.252,-0.5650000000000001,0.228
13081,0.06999999999999999,0.21899999999999997,-0.469,0.18099999999999997
13083,0.127,0.24799999999999997,-0.5389999999999999,0.16299999999999998
13085,0.23800000000000002,0.256,-0.6759999999999999,0.184
13087,0.107,0.235,-0.519,0.17799999999999996
13089,0.21000000000000002,0.10600000000000001,-0.246,-0.06999999999999998
13091,0.10199999999999998,0.18,-0.551,0.27
13093,0.047,0.139,-0.505,0.319
13095,0.08299999999999999,0.22800000000000004,-0.315,0.002999999999999947
13097,0.194,0.253,-0.516,0.069
13099,0.105,0.21700000000000003,-0.5840000000000001,0.262
13101,0.063,0.249,-0.483,0.17
13103,0.151,0.262,-0.594,0.182
13105,0.052,0.14100000000000001,-0.558,0.364
13107,0.051000000000000004,0.229,-0.533,0.253
13109,0.094,0.17800000000000002,-0.53,0.258
13111,0.11199999999999999,0.20900000000000002,-0.52,0.199
13113,0.386,0.22299999999999998,-0.567,-0.04100000000000001
13115,0.115,0.21899999999999997,-0.42300000000000004,0.089
